component,RSL,RSLsd,yearBP,siteID,model_ranking
1,-1442.30075027747,1699.19050029358,3117,1,0
1,-3897.06980428426,1633.95802056311,5703,1,0
1,-4246.89748223964,1614.36651527444,5981,1,0
1,-5022.33853990398,1585.83977294937,6720,1,0
1,-4755.69965576334,1578.83264106899,6508,1,0
1,-4992.13964826567,1585.19265284432,6700,1,0
1,-6091.88121929951,1591.5381523929,7159,1,0
1,-6138.34858982824,1591.88182434938,7173,1,0
1,229.36565491464,1759.35795408729,841,1,0
1,-3206.21015777998,1631.0518163549,5348.5,1,0
1,-4634.71884415299,1578.2025968674,6387.5,1,0
1,317.98604932148,1736.8235631406,666,1,0
1,271.019087406341,1751.03040708834,757,1,0
1,231.281703135464,1759.05918537179,837,1,0
1,200.338825267274,1762.87785373733,904,1,0
1,37.0809440007433,1727.92654555356,1541,1,0
1,-965.228397121653,1704.68057203499,2628,1,0
1,-1098.97362987511,1698.2515254958,2719,1,0
1,-1445.98041959293,1699.83087046727,3130,1,0
1,-1459.02346102567,1669.33528434558,4029,1,0
1,-1774.89689641399,1668.04154734874,4590,1,0
1,-3389.63461722666,1631.38789862819,5429,1,0
1,-5167.57162985299,1588.07970981415,6805,1,0
1,-5180.84244102007,1588.22156034368,6812,1,0
1,-5182.75520199444,1588.24125597646,6813,1,0
1,-6004.32467141747,1590.99551954379,7132,1,0
1,-7795.03631129535,1623.1566964042,7572,1,0
1,-8123.0954950084,1632.97806309672,7638,1,0
1,-8509.08485315554,1646.50101196775,7714,1,0
1,334.93106693076,1730.29822822184,633,1,0
1,112.905345275067,1759.70850181505,1148,1,0
1,228.410632738378,1759.5038250819,843,1,0
1,-413.77172464598,1716.8546797841,2265,1,0
1,-4998.06888784189,1585.32502100531,6704,1,0
1,-4892.56285056192,1582.61429369126,6627,1,0
1,-5695.03118088748,1590.01656795663,7029,1,0
1,-2167.51880249288,1656.21302421062,4871,1,0
1,-9563.97207947168,1694.61060651882,7915,1,0
1,308.674811027013,1740.07566400927,684,1,0
1,-1462.89462022297,1704.35016463174,3250,1,0
1,-3070.29172814172,1631.78127126359,5291,1,0
1,-4277.67813609214,1610.95401406409,6010,1,0
1,-5492.75206923252,1589.75575544093,6953,1,0
1,-6111.70598226087,1591.67999734322,7165,1,0
1,-8067.85934308404,1631.22340212363,7627,1,0
1,-10468.01907579,1744.46529928963,8075,1,0
1,-1100.36571391858,1698.18745884504,2720,1,0
1,-1505.43755736388,1670.77667739843,4205,1,0
1,-1523.53025385179,1671.26669910265,4251,1,0
1,-88396.9116436237,2161.39710650115,14082,1,0
1,-93155.9742702127,2147.78985201305,14295,1,0
1,-92299.0573791896,2147.24079870886,14255,1,0
1,-95462.1769447551,2166.08986486194,14408,1,0
1,-95225.7010418081,2162.66712398294,14396,1,0
1,-97909.1771410394,2234.35851208474,14539,1,0
1,-112227.993699644,2153.86696779291,18116,1,0
1,-112385.51816589,2147.40577250957,18174,1,0
1,-113305.777335631,2153.26667683232,18448,1,0
1,-112515.533929185,2144.71749972929,18218,1,0
1,-112391.236792132,2147.24407826337,18176,1,0
1,-113671.949616036,2163.92629185648,18549,1,0
1,-114261.763164827,2185.99635066588,18746,1,0
1,-114336.316649915,2189.54004099671,18783,1,0
1,-114190.829837334,2182.90435935127,18716,1,0
1,-114374.734908095,2191.56722055555,18806,1,0
1,-60618.3002028805,2332.98751274046,12002,1,0
1,-61907.611773796,2207.15476171223,12203,1,0
1,-61703.1958143691,2218.56414755475,12170,1,0
1,-66013.544782732,2171.48672149559,12798,1,0
1,-66426.0749270924,2168.56693309609,12844,1,0
1,-67921.98820215,2160.17261964171,12993,1,0
1,-69020.1700520182,2157.12805869248,13088,1,0
1,-70191.8179964587,2156.45949524596,13179,1,0
1,-76473.4733559282,2171.00835489289,13555,1,0
1,-76854.9369675822,2172.06720229396,13574,1,0
1,-76935.9832276243,2172.28827352685,13578,1,0
1,-78054.3195776768,2175.14788305365,13632,1,0
1,-111555.0927322,2472.23329591774,17580,1,0
1,-98504.1176060161,2262.8651501192,14573,1,0
1,-113159.667620606,2149.79044917382,18408,1,0
1,363.104324086569,1572.74171749063,-68,2,0
1,412.32701891195,1566.04365583781,14,2,0
1,426.202740576584,1568.2425662682,43,2,0
1,435.640011795331,1571.14937604935,65.5,2,0
1,443.393013183493,1574.65874224682,86.5125,2,0
1,449.955441810656,1578.70551897498,106.975,2,0
1,459.257108857855,1587.19527830444,143.5,2,0
1,468.953770633321,1621.47926212528,261.05,2,0
1,463.882170058321,1638.79919859595,314.525,2,0
1,456.55304753175,1652.03149460733,354.925,2,0
1,448.927351459395,1662.29406607697,386.4875,2,0
1,437.749478141312,1674.41928677344,424.5125,2,0
1,427.216443061829,1683.99708402825,455.475,2,0
1,414.191583387088,1694.23644640943,489.9125,2,0
1,393.21169523336,1708.16676471959,540.0125,2,0
