"","SiteName","data_type_id","Age","Age_BP","Age_type","pred","upr","lwr","rate_pred","rate_upr","rate_lwr","CI"
"71",",
 ","ProxyRecord",-2646.0125,4596.0125,"BP",-3.06730115838842,-3.1621135566149,-2.97524828411755,0.551496667071612,0.378763183472366,0.727027312242552,"95%"
"72",",
 ","ProxyRecord",-2596.0125,4546.0125,"BP",-3.0389682172576,-3.13047955077177,-2.94990724508045,0.582475735714393,0.375051460921731,0.796698315949493,"95%"
"73",",
 ","ProxyRecord",-2546.0125,4496.0125,"BP",-3.00898818756975,-3.09473422083757,-2.92368365373205,0.617380209352757,0.371280767691227,0.865733814899395,"95%"
"74",",
 ","ProxyRecord",-2496.0125,4446.0125,"BP",-2.97716479907508,-3.05846663214014,-2.8959350912718,0.656210087987558,0.382144129893515,0.941025548341413,"95%"
"75",",
 ","ProxyRecord",-2446.0125,4396.0125,"BP",-2.9433017815238,-3.02046097872054,-2.8677201617253,0.698965371616718,0.404380593766197,1.00966458894215,"95%"
"76",",
 ","ProxyRecord",-2396.0125,4346.0125,"BP",-2.90720286466614,-2.98297817099088,-2.83507718152202,0.745646060242735,0.43934504253956,1.0723112312919,"95%"
"77",",
 ","ProxyRecord",-2346.0125,4296.0125,"BP",-2.8686717782523,-2.94359668418188,-2.79915784558799,0.796252153863905,0.485954070196632,1.11740439567258,"95%"
"78",",
 ","ProxyRecord",-2296.0125,4246.0125,"BP",-2.8275122520325,-2.90401640490348,-2.75853668100503,0.85078365248123,0.549476935611372,1.16595961787733,"95%"
"79",",
 ","ProxyRecord",-2246.0125,4196.0125,"BP",-2.78352801575695,-2.86218398782879,-2.71040670251458,0.909240556093611,0.630609786137538,1.19365798138703,"95%"
"80",",
 ","ProxyRecord",-2196.0125,4146.0125,"BP",-2.73652279917587,-2.82096130792428,-2.6565998894505,0.971622864702324,0.72769064278808,1.22057005738134,"95%"
"81",",
 ","ProxyRecord",-2146.0125,4096.0125,"BP",-2.68630033203947,-2.77469137902423,-2.60133520402702,1.03793057830628,0.836012149346052,1.24490221628332,"95%"
"82",",
 ","ProxyRecord",-2096.0125,4046.0125,"BP",-2.63266434409798,-2.72249544637859,-2.54472370988117,1.10816369690639,0.927208593768708,1.27623271758798,"95%"
"83",",
 ","ProxyRecord",-2046.0125,3996.0125,"BP",-2.57542509543381,-2.66267707275094,-2.48898123546804,1.18123233284688,1.00956141459223,1.33779998211249,"95%"
"84",",
 ","ProxyRecord",-1996.0125,3946.0125,"BP",-2.51471907718201,-2.59847506016645,-2.43035997139033,1.24485864128268,1.04585056427041,1.43454693892926,"95%"
"85",",
 ","ProxyRecord",-1946.0125,3896.0125,"BP",-2.45115394913527,-2.52878617555908,-2.37160261127943,1.29559672464468,1.06423881410376,1.54212573338811,"95%"
"86",",
 ","ProxyRecord",-1896.0125,3846.0125,"BP",-2.38537412254724,-2.45715872331851,-2.31152108838323,1.33344658293383,1.06497086002272,1.61459588671378,"95%"
"87",",
 ","ProxyRecord",-1846.0125,3796.0125,"BP",-2.3180240086716,-2.38418277407209,-2.24825610119967,1.35840821614932,1.06640383802553,1.66463876243125,"95%"
"88",",
 ","ProxyRecord",-1796.0125,3746.0125,"BP",-2.24974801876202,-2.3109859705104,-2.18496270381435,1.3704816242916,1.0653021202406,1.68933570638839,"95%"
"89",",
 ","ProxyRecord",-1746.0125,3696.0125,"BP",-2.18119056407216,-2.24321072008441,-2.11908405925975,1.36966680736013,1.06745628318838,1.69382728754854,"95%"
"90",",
 ","ProxyRecord",-1696.0125,3646.0125,"BP",-2.11299605585569,-2.17593500651228,-2.05071776828186,1.35596376535563,1.06620742345625,1.66220379307713,"95%"
"91",",
 ","ProxyRecord",-1646.0125,3596.0125,"BP",-2.04580890536629,-2.1111197253237,-1.9813955628119,1.32937249827775,1.05825334843697,1.61431157002038,"95%"
"92",",
 ","ProxyRecord",-1596.0125,3546.0125,"BP",-1.98027352385762,-2.05214146494625,-1.91203880253532,1.28989300612647,1.04288668447667,1.54426133117813,"95%"
"93",",
 ","ProxyRecord",-1546.0125,3496.0125,"BP",-1.91703432258334,-1.99305623859567,-1.8446028938637,1.23752528890206,1.02103447403576,1.45561349438897,"95%"
"94",",
 ","ProxyRecord",-1496.0125,3446.0125,"BP",-1.85673571279713,-1.93680516726808,-1.78010492988692,1.17226934660407,0.959275959692625,1.37286164480217,"95%"
"95",",
 ","ProxyRecord",-1446.0125,3396.0125,"BP",-1.7999721877618,-1.87784784443057,-1.72094874349097,1.0984234596765,0.870745352993669,1.30954458523565,"95%"
"96",",
 ","ProxyRecord",-1396.0125,3346.0125,"BP",-1.7468174619669,-1.82548613912724,-1.66850710106192,1.02856659090421,0.766361231725593,1.27793657431214,"95%"
"97",",
 ","ProxyRecord",-1346.0125,3296.0125,"BP",-1.69703552283827,-1.7748038535829,-1.61839310348178,0.963511993025676,0.663781362440581,1.25590781460894,"95%"
"98",",
 ","ProxyRecord",-1296.0125,3246.0125,"BP",-1.65038625683122,-1.72895551044692,-1.5708539601556,0.903259666040805,0.583424768972621,1.2142403253011,"95%"
"99",",
 ","ProxyRecord",-1246.0125,3196.0125,"BP",-1.60662955040108,-1.68661561160685,-1.52353399115435,0.847809609949375,0.515434218490579,1.16742926032461,"95%"
"100",",
 ","ProxyRecord",-1196.0125,3146.0125,"BP",-1.56552529000317,-1.64862012406067,-1.47934570485909,0.797161824751978,0.458583303140406,1.1099514464855,"95%"
"101",",
 ","ProxyRecord",-1146.0125,3096.0125,"BP",-1.52683336209279,-1.61752766663526,-1.43754500778209,0.751316310447988,0.423086732875433,1.05230228110418,"95%"
"102",",
 ","ProxyRecord",-1096.0125,3046.0125,"BP",-1.49031365312527,-1.58757798339056,-1.39488859345544,0.710273067037787,0.418660207523523,0.991391973088506,"95%"
"103",",
 ","ProxyRecord",-1046.0125,2996.0125,"BP",-1.45572604955592,-1.55959024790716,-1.35403030677434,0.674032094521136,0.422746516723913,0.924989944851501,"95%"
"104",",
 ","ProxyRecord",-996.0125,2946.0125,"BP",-1.42283043784007,-1.5311642892209,-1.31738333140085,0.642593392898016,0.423105071909201,0.867437798242577,"95%"
"105",",
 ","ProxyRecord",-946.0125,2896.0125,"BP",-1.39138670443302,-1.50186990616479,-1.28256036648674,0.615956962168819,0.394044205177188,0.838290649964195,"95%"
"106",",
 ","ProxyRecord",-896.0125,2846.0125,"BP",-1.36115473783365,-1.46992496018918,-1.2546100158086,0.594118797896645,0.318306965273138,0.863266553456615,"95%"
"107",",
 ","ProxyRecord",-846.0125,2796.0125,"BP",-1.33195128861352,-1.4366150391294,-1.22911147763216,0.573790886562091,0.21253365426452,0.912714013984674,"95%"
"108",",
 ","ProxyRecord",-796.0125,2746.0125,"BP",-1.30379845023985,-1.40408299325288,-1.2056783409989,0.552094364038676,0.11221991826759,0.962389627319553,"95%"
"109",",
 ","ProxyRecord",-746.0125,2696.0125,"BP",-1.27676465327206,-1.37366048792304,-1.18384985444015,0.529029230326176,0.0463405463046623,0.99859476884391,"95%"
"110",",
 ","ProxyRecord",-696.0125,2646.0125,"BP",-1.25091832826962,-1.3416083593455,-1.15966236532784,0.504595485424817,-0.0150405969845397,1.00604352146754,"95%"
"111",",
 ","ProxyRecord",-646.0125,2596.0125,"BP",-1.22632790579198,-1.32459128186395,-1.12523853913436,0.478793129334522,-0.0497442598305867,0.996523939123987,"95%"
"112",",
 ","ProxyRecord",-596.0125,2546.0125,"BP",-1.20306181639857,-1.31757487428624,-1.08919493453003,0.451622162055204,-0.0700796818299105,0.966962738889901,"95%"
"113",",
 ","ProxyRecord",-546.0125,2496.0125,"BP",-1.18118849064886,-1.30698196163455,-1.05167019206693,0.423082583586983,-0.0843741277385212,0.906876583264926,"95%"
"114",",
 ","ProxyRecord",-496.0125,2446.0125,"BP",-1.16077635910229,-1.30398557464735,-1.01691978922578,0.393174393929453,-0.0634810851068994,0.84094667324613,"95%"
"115",",
 ","ProxyRecord",-446.0125,2396.0125,"BP",-1.14189385231831,-1.29615428901155,-0.985717262539628,0.361897593083419,-0.0237721435570152,0.75109109570746,"95%"
"116",",
 ","ProxyRecord",-396.0125,2346.0125,"BP",-1.12460940085636,-1.29560176397203,-0.956238959943146,0.329252181048164,0.0169149331609152,0.65069923814266,"95%"
"117",",
 ","ProxyRecord",-346.0125,2296.0125,"BP",-1.1089914352759,-1.28933412922357,-0.934161494919393,0.295238157823891,0.0351180232668957,0.558143211628586,"95%"
"118",",
 ","ProxyRecord",-296.0125,2246.0125,"BP",-1.09510488463733,-1.28043685693902,-0.919783001231113,0.260421969696728,0.00474626114319573,0.519348951901663,"95%"
"119",",
 ","ProxyRecord",-246.0125,2196.0125,"BP",-1.08285224095098,-1.26248619810152,-0.910088354597549,0.230825213791018,-0.0728168817538103,0.555765132815932,"95%"
"120",",
 ","ProxyRecord",-196.0125,2146.0125,"BP",-1.07190835651765,-1.23992076960584,-0.906223320200117,0.208071599576142,-0.164464900267364,0.616827524406946,"95%"
"121",",
 ","ProxyRecord",-146.0125,2096.0125,"BP",-1.0619310742528,-1.22039805908064,-0.90846438345199,0.192161127052233,-0.244301351925176,0.664402994800355,"95%"
"122",",
 ","ProxyRecord",-96.0124999999996,2046.0125,"BP",-1.05257823707187,-1.20047413254079,-0.904383756927752,0.183093796218931,-0.302725883272825,0.708926867972423,"95%"
"123",",
 ","ProxyRecord",-46.0124999999998,1996.0125,"BP",-1.04350768789034,-1.18151228283997,-0.905507041180688,0.18086960707644,-0.337707668436297,0.742458408945876,"95%"
"124",",
 ","ProxyRecord",3.98750000000003,1946.0125,"BP",-1.03437726962366,-1.16802274335528,-0.905149987767359,0.185488559624756,-0.347541916977384,0.728381024968988,"95%"
"125",",
 ","ProxyRecord",53.9874999999999,1896.0125,"BP",-1.02484482518729,-1.15472865121686,-0.898467356836386,0.196950653864134,-0.323689422737745,0.715610428658889,"95%"
"126",",
 ","ProxyRecord",103.9875,1846.0125,"BP",-1.0145681974967,-1.14482552153688,-0.890523354788088,0.215255889793842,-0.257242828358901,0.689671234656742,"95%"
"127",",
 ","ProxyRecord",153.9875,1796.0125,"BP",-1.00320522946733,-1.13303505416159,-0.877272795038656,0.240404267414679,-0.176642095837128,0.667831221521411,"95%"
"128",",
 ","ProxyRecord",203.9875,1746.0125,"BP",-0.990413764014662,-1.11811794014415,-0.862646113074475,0.27239578672622,-0.0974461198925172,0.654132395463898,"95%"
"129",",
 ","ProxyRecord",253.9875,1696.0125,"BP",-0.975851644054142,-1.10312882038664,-0.846492008581554,0.311230447728538,-0.0328553134074516,0.659603054949664,"95%"
"130",",
 ","ProxyRecord",303.9875,1646.0125,"BP",-0.9592206674349,-1.08109472682321,-0.832151875891124,0.353184238728709,-0.0126360406312087,0.741220573136405,"95%"
"131",",
 ","ProxyRecord",353.9875,1596.0125,"BP",-0.940663361238221,-1.05616254711915,-0.81702288068206,0.387774330957459,-0.0412732052291908,0.838215407509116,"95%"
"132",",
 ","ProxyRecord",403.9875,1546.0125,"BP",-0.920576442243795,-1.03562569699889,-0.802757165364314,0.414368750638514,-0.0725866882812148,0.913806594398159,"95%"
"133",",
 ","ProxyRecord",453.9875,1496.0125,"BP",-0.899359694079003,-1.01530384328384,-0.783705391624608,0.432967497772048,-0.103644036770104,0.977426650015891,"95%"
"134",",
 ","ProxyRecord",503.9875,1446.0125,"BP",-0.877412900371221,-0.995499331781154,-0.758496110283796,0.443570572358154,-0.129557541246382,1.01045787224593,"95%"
"135",",
 ","ProxyRecord",553.9875,1396.0125,"BP",-0.855135844747828,-0.981716166705098,-0.731866802009704,0.446177974396521,-0.131387096660847,1.0162786908834,"95%"
"136",",
 ","ProxyRecord",603.9875,1346.0125,"BP",-0.832928310836201,-0.971343940735035,-0.696877026332924,0.440789703887514,-0.122719302678693,0.995307772283031,"95%"
