component,modelID,RSL,RSLsd,yearBP,siteID,model_ranking
1,1,-47305.3035568129,4265.51842333802,11018,1,2
1,1,-45658.9178561466,4405.71567012329,10918,1,2
1,1,-43963.948634116,4525.20141664027,10818,1,2
1,1,-42230.3405822227,4621.51014428448,10718,1,2
1,1,-40468.6313542826,4692.96463170005,10618,1,2
1,1,-38689.760486735,4738.64478581928,10518,1,2
1,1,-36904.8808970414,4758.3446143306,10418,1,2
1,1,-35125.1718774028,4752.51795553752,10318,1,2
1,1,-33361.652507294,4722.21225127978,10218,1,2
1,1,-31624.9944093293,4668.98916812677,10118,1,2
1,1,-29925.3327710694,4594.83086771952,10018,1,2
1,1,-28272.0745482026,4502.03157614507,9918,1,2
1,1,-26673.7027545627,4393.07550369852,9818,1,2
1,1,-25137.5757283047,4270.50474157574,9718,1,2
1,1,-23669.7207605392,4136.78430228997,9618,1,2
1,1,-22274.6628730707,3994.19404364444,9518,1,2
1,1,-20955.4452367686,3844.82740178837,9418,1,2
1,1,-19713.7823819183,3690.6639687544,9318,1,2
1,1,-18550.218579812,3533.64439282869,9218,1,2
1,1,-17464.2794528026,3375.72957733186,9118,1,2
1,1,-16454.6174874865,3218.93363049707,9018,1,2
1,1,-15519.1520616487,3065.32359641337,8918,1,2
1,1,-14655.1982890889,2916.98781384084,8818,1,2
1,1,-13859.5297816787,2776.00831226941,8718,1,2
1,1,-13128.3481912818,2644.44476763826,8618,1,2
1,1,-12457.1918453407,2524.29321564741,8518,1,2
1,1,-11840.8117117602,2417.36801962395,8418,1,2
1,1,-11273.0393983107,2325.07830347312,8318,1,2
1,1,-10746.6508298777,2248.13668594855,8218,1,2
1,1,-10253.1994928624,2186.28145718286,8118,1,2
1,1,-9782.84251685627,2138.12891266093,8018,1,2
1,1,-9325.65814477205,2101.37671165698,7918,1,2
1,1,-8874.58876842447,2073.20251885609,7818,1,2
1,1,-8426.19041079469,2050.66911039245,7718,1,2
1,1,-7979.86017042957,2030.97312977945,7618,1,2
1,1,-7536.75259189308,2011.55192445527,7518,1,2
1,1,-7100.06281679682,1990.50091812848,7418,1,2
1,1,-6676.20964261331,1967.46789266995,7318,1,2
1,1,-6278.40541234426,1945.61977568947,7218,1,2
1,1,-5933.31674313173,1934.68709844241,7118,1,2
1,1,-5643.37937823683,1935.1297953806,7018,1,2
1,1,-5385.90949772298,1936.67040301337,6918,1,2
1,1,-5152.01381560043,1935.87984538597,6818,1,2
1,1,-4939.22331609577,1933.51836189028,6718,1,2
1,1,-4746.32470573671,1932.013081414,6618,1,2
1,1,-4565.40894326381,1931.15103256316,6518,1,2
1,1,-4387.4888640251,1931.55637920047,6418,1,2
1,1,-4207.73666543886,1931.17811857948,6318,1,2
1,1,-4023.37235951051,1927.99469404645,6218,1,2
1,1,-3832.13256864995,1920.86531169841,6118,1,2
1,1,-3631.7300043907,1909.20492320628,6018,1,2
1,1,-3420.27807378024,1893.44622534117,5918,1,2
1,1,-3202.92475165986,1875.24360336018,5818,1,2
1,1,-2997.13135561161,1862.37817148435,5718,1,2
1,1,-2830.77451582812,1870.19016271314,5618,1,2
1,1,-2685.73151608184,1890.16089583352,5518,1,2
1,1,-2541.50099996477,1913.04636372101,5418,1,2
1,1,-2392.58921741508,1938.74200050258,5318,1,2
1,1,-2235.54127668403,1964.54416642224,5218,1,2
1,1,-2070.25725212507,1987.63343633516,5118,1,2
1,1,-1900.46366856992,2006.97666261048,5018,1,2
1,1,-1731.43522718735,2022.18646854474,4918,1,2
1,1,-1568.66488196701,2033.12216132359,4818,1,2
1,1,-1417.21620912105,2039.78952158908,4718,1,2
1,1,-1281.35124680959,2042.3563582916,4618,1,2
1,1,-1164.22215277888,2041.22854266011,4518,1,2
1,1,-1067.67536456604,2037.03927234598,4418,1,2
1,1,-992.115770082921,2030.4943423837,4318,1,2
1,1,-936.473689340055,2022.12890605121,4218,1,2
1,1,-898.440640614368,2012.05684071345,4118,1,2
1,1,-874.951502079144,1999.86886276476,4018,1,2
1,1,-863.04423409421,1985.22177680982,3918,1,2
1,1,-860.49216069933,1969.82105717176,3818,1,2
1,1,-865.053550384939,1962.30359300685,3718,1,2
1,1,-873.786487919278,1976.78034389241,3618,1,2
1,1,-885.315147379413,2000.51978519493,3518,1,2
1,1,-897.730962583795,2022.42317589602,3418,1,2
1,1,-908.103072872385,2039.6121918583,3318,1,2
1,1,-912.683996405452,2052.30757684237,3218,1,2
1,1,-906.93438433297,2061.79282350543,3118,1,2
1,1,-886.445919241756,2069.49860363796,3018,1,2
1,1,-848.355186530389,2075.16377742629,2918,1,2
1,1,-791.683698514476,2078.8321208204,2818,1,2
1,1,-718.070490892977,2082.21310008246,2718,1,2
1,1,-631.163775684312,2088.6249731921,2618,1,2
1,1,-536.210877325386,2095.35994963693,2518,1,2
1,1,-439.178833339363,2100.06975976619,2418,1,2
