"","SiteName","data_type_id","Age","Age_BP","Age_type","pred","upr","lwr","rate_pred","rate_upr","rate_lwr","CI"
"154",",
 ","ProxyRecord",1503.9875,446.0125,"BP",-0.483723520846748,-0.615970101267711,-0.351529545021284,0.839080665801077,-0.209511941243541,1.84338785736471,"95%"
"155",",
 ","ProxyRecord",1553.9875,396.0125,"BP",-0.435372517858586,-0.567621860693373,-0.302901349306233,0.876377171307239,-0.141922632585103,1.89294877773577,"95%"
"156",",
 ","ProxyRecord",1603.9875,346.0125,"BP",-0.388838592445299,-0.528398540765886,-0.248753558395574,0.901855334265529,-0.0909815239171713,1.92219677280237,"95%"
"157",",
 ","ProxyRecord",1653.9875,296.0125,"BP",-0.346083689010927,-0.497573761946463,-0.196048384607591,0.912770575300527,-0.0967093724645368,1.92385968711659,"95%"
"158",",
 ","ProxyRecord",1703.9875,246.0125,"BP",-0.306820989876382,-0.466284037001351,-0.143401855754599,0.912186904716167,-0.112554746118609,1.90715018557828,"95%"
"159",",
 ","ProxyRecord",1753.9875,196.0125,"BP",-0.268767125776986,-0.423359088064312,-0.109747110672284,0.902092986250245,-0.147017892253136,1.92928869549425,"95%"
"160",",
 ","ProxyRecord",1803.9875,146.0125,"BP",-0.228641805391383,-0.374028118745788,-0.0806801252496093,0.880787635352733,-0.249024227970969,1.98574320497671,"95%"
"161",",
 ","ProxyRecord",1853.9875,96.0125000000003,"BP",-0.181494305690467,-0.30806917105682,-0.0560409414326089,0.849835570701476,-0.429984686818065,2.13744624193055,"95%"
"162",",
 ","ProxyRecord",1903.9875,46.0124999999996,"BP",-0.131229715844122,-0.262242728811848,0.00173740507505881,0.808959900216174,-0.697804358724753,2.33840237447472,"95%"
"163",",
 ","ProxyRecord",1953.9875,-3.98749999999927,"BP",-0.0843406928873281,-0.247987177625824,0.0759143649400842,0.75836917609791,-1.07486917600756,2.59961218656037,"95%"
"164",",
 ","ProxyRecord",2018.5,-68.5,"BP",-0.0323467405428529,-0.284344567628214,0.204067456235904,0.678536109893985,-1.65542323955109,2.98625830990816,"95%"
