"","Depth","lwr_true","median_true","upr_true","lwr_2sd","median","upr_2sd","test_error","subset","runID","nfold"
"836",1144.5,7852.05,7995,8158.95,7880,8134,8797.025,1334.10918647185,"4","Set4_thinned_8",5
"837",0,-72.8,-69,-65.2,-59,75.5,242.05,1339.89556162838,"4","Set4_thinned_9",5
"838",24.5,7.275,145.5,283.725,67.875,454.5,1176.65,1339.89556162838,"4","Set4_thinned_9",5
"839",69,1079.225,1210.5,1337.775,520.725,1344,1889,1339.89556162838,"4","Set4_thinned_9",5
"840",76.5,6866.625,7042.5,7237.375,1301,1443,1839,1339.89556162838,"4","Set4_thinned_9",5
"841",104.5,2008.55,2171,2333.45,1815.85,2395.5,3037.1,1339.89556162838,"4","Set4_thinned_9",5
"842",144.5,3180.9,3319,3450.1,2369,2557,2673,1339.89556162838,"4","Set4_thinned_9",5
"843",148,2360.7,2545,2729.3,3344,3434,3597.2,1339.89556162838,"4","Set4_thinned_9",5
"844",160.5,3585.875,3754.5,3951.125,2636.975,3616.5,4383.4,1339.89556162838,"4","Set4_thinned_9",5
"845",256.5,3463.275,3620.5,3815.725,3346.975,4472,5117,1339.89556162838,"4","Set4_thinned_9",5
"846",334,5298.7,5426,5570.3,4106.95,4929,5282,1339.89556162838,"4","Set4_thinned_9",5
"847",361.5,5304.825,5434.5,5573.175,5377,5477.5,5574.025,1339.89556162838,"4","Set4_thinned_9",5
"848",407,5493.275,5687.5,5878.725,5443.95,5549,5689.025,1339.89556162838,"4","Set4_thinned_9",5
"849",481.5,5601.825,5750.5,5899.175,5639.975,5705,5837.025,1339.89556162838,"4","Set4_thinned_9",5
"850",502,5600.775,5748.5,5896.225,5678.975,5794,5952,1339.89556162838,"4","Set4_thinned_9",5
"851",552.5,6747.225,6922.5,7146.775,5896.975,5984,6088,1339.89556162838,"4","Set4_thinned_9",5
"852",574,5937.5,6099,6269.5,6171.625,6820,6894.025,1339.89556162838,"4","Set4_thinned_9",5
"853",643.5,6814,7023,7233.95,6501.85,6760.5,6844,1339.89556162838,"4","Set4_thinned_9",5
"854",649,6678.275,6835.5,6992.725,6346.975,6935.5,7028.025,1339.89556162838,"4","Set4_thinned_9",5
"855",670,2888.825,3077.5,3316.175,6774.975,6857,6951.025,1339.89556162838,"4","Set4_thinned_9",5
"856",749,6866.625,7042.5,7237.375,6455.975,6579,6941.125,1339.89556162838,"4","Set4_thinned_9",5
"857",767,6410.925,6561.5,6725.075,6998,7105,7188,1339.89556162838,"4","Set4_thinned_9",5
"858",844.5,6866.85,7065,7252.15,7191,7286,7343.025,1339.89556162838,"4","Set4_thinned_9",5
"859",850.5,7171.525,7295.5,7419.475,7131.95,7225,7302.025,1339.89556162838,"4","Set4_thinned_9",5
"860",870.5,7267.15,7384,7500.85,7275.8,7365,7499,1339.89556162838,"4","Set4_thinned_9",5
"861",1002.5,7493.875,7594.5,7687.125,7456.95,7611,7700,1339.89556162838,"4","Set4_thinned_9",5
"862",1046.5,7585.75,7714,7842.25,7646.975,7737.5,7827.05,1339.89556162838,"4","Set4_thinned_9",5
"863",1078.5,7688.15,7824,7959.85,7722,7808,7923,1339.89556162838,"4","Set4_thinned_9",5
"864",1144.5,7852.05,7995,8158.95,7864,8109.5,8820.05,1339.89556162838,"4","Set4_thinned_9",5
"865",0,-72.8,-69,-65.2,-53,90,243.025,1333.48153677828,"4","Set4_thinned_10",5
"866",24.5,7.275,145.5,283.725,74.925,395,933.025,1333.48153677828,"4","Set4_thinned_10",5
"867",69,1079.225,1210.5,1337.775,527.875,1264.5,1808.025,1333.48153677828,"4","Set4_thinned_10",5
"868",76.5,6866.625,7042.5,7237.375,1297.975,1439,1828.275,1333.48153677828,"4","Set4_thinned_10",5
"869",104.5,2008.55,2171,2333.45,1798.9,2402,3073.15,1333.48153677828,"4","Set4_thinned_10",5
"870",144.5,3180.9,3319,3450.1,2363.95,2575,2678,1333.48153677828,"4","Set4_thinned_10",5
"871",148,2360.7,2545,2729.3,3339,3438,3586,1333.48153677828,"4","Set4_thinned_10",5
"872",160.5,3585.875,3754.5,3951.125,3505.975,3708.5,3928.025,1333.48153677828,"4","Set4_thinned_10",5
"873",196.5,3848.45,4009,4217.55,3807.925,4093,4808.325,1333.48153677828,"4","Set4_thinned_10",5
"874",334,5298.7,5426,5570.3,4515.2,5148,5368.075,1333.48153677828,"4","Set4_thinned_10",5
"875",361.5,5304.825,5434.5,5573.175,5385.975,5487,5593,1333.48153677828,"4","Set4_thinned_10",5
"876",407,5493.275,5687.5,5878.725,5397.9,5521,5693.025,1333.48153677828,"4","Set4_thinned_10",5
"877",481.5,5601.825,5750.5,5899.175,5648.975,5722,5845.025,1333.48153677828,"4","Set4_thinned_10",5
"878",502,5600.775,5748.5,5896.225,5683,5789.5,5967.075,1333.48153677828,"4","Set4_thinned_10",5
"879",552.5,6747.225,6922.5,7146.775,5827,6003,6135,1333.48153677828,"4","Set4_thinned_10",5
"880",574,5937.5,6099,6269.5,6280.975,6498.5,6634,1333.48153677828,"4","Set4_thinned_10",5
"881",595.5,6480.15,6632.5,6781.175,6070.8,6324,6733.1,1333.48153677828,"4","Set4_thinned_10",5
"882",643.5,6814,7023,7233.95,6605.95,6735.5,6860.075,1333.48153677828,"4","Set4_thinned_10",5
"883",670,2888.825,3077.5,3316.175,6872.925,6969,7036,1333.48153677828,"4","Set4_thinned_10",5
"884",749,6866.625,7042.5,7237.375,6466.95,7117,7287.025,1333.48153677828,"4","Set4_thinned_10",5
"885",767,6410.925,6561.5,6725.075,6999.975,7101,7185,1333.48153677828,"4","Set4_thinned_10",5
"886",844.5,6866.85,7065,7252.15,7004.6,7296,7405,1333.48153677828,"4","Set4_thinned_10",5
"887",850.5,7171.525,7295.5,7419.475,7132.95,7225.5,7306.05,1333.48153677828,"4","Set4_thinned_10",5
"888",870.5,7267.15,7384,7500.85,7300.975,7406,7540.075,1333.48153677828,"4","Set4_thinned_10",5
"889",937.5,7585.75,7714,7842.25,7403.975,7498,7582.05,1333.48153677828,"4","Set4_thinned_10",5
"890",1002.5,7493.875,7594.5,7687.125,7646.95,7712,7771,1333.48153677828,"4","Set4_thinned_10",5
"891",1046.5,7585.75,7714,7842.25,7668.975,7758,7929,1333.48153677828,"4","Set4_thinned_10",5
"892",1144.5,7852.05,7995,8158.95,7785.9,8171,8891.6,1333.48153677828,"4","Set4_thinned_10",5
"893",0,-72.8,-69,-65.2,267.85,1047.5,1253,978.130710845948,"5","Set5_thinned_2",5
"894",69,1079.225,1210.5,1337.775,545.925,1416,1922.05,978.130710845948,"5","Set5_thinned_2",5
"895",104.5,2005.575,2168.5,2331.425,1450.95,1838,2324,978.130710845948,"5","Set5_thinned_2",5
"896",148,2360.7,2545,2729.3,2294.975,2751,4019.5,978.130710845948,"5","Set5_thinned_2",5
"897",196.5,3848.45,4009,4217.55,2498.6,3282,4399.025,978.130710845948,"5","Set5_thinned_2",5
"898",334,4662.625,4910.5,5036.375,4372.85,5065,5463,978.130710845948,"5","Set5_thinned_2",5
"899",407,5493.275,5687.5,5878.725,4982.925,5231,5552.05,978.130710845948,"5","Set5_thinned_2",5
"900",502,5600.775,5748.5,5896.225,5695,5879,6050.025,978.130710845948,"5","Set5_thinned_2",5
"901",574,5937.5,6099,6269.5,5754,5926,6115,978.130710845948,"5","Set5_thinned_2",5
"902",643.5,6814,7023,7233.95,6070.975,6239,6406.075,978.130710845948,"5","Set5_thinned_2",5
"903",670,2888.825,3077.5,3316.175,6238,6454,7111,978.130710845948,"5","Set5_thinned_2",5
"904",767,6410.925,6561.5,6725.075,7272.95,7470.5,7642.025,978.130710845948,"5","Set5_thinned_2",5
"905",850.5,7169.55,7294,7418.45,7391.925,7581,7690.05,978.130710845948,"5","Set5_thinned_2",5
"906",937.5,7585.75,7714,7842.25,7341.95,7476,7632.025,978.130710845948,"5","Set5_thinned_2",5
"907",1046.5,7585.75,7714,7842.25,7755.975,7845,7926.025,978.130710845948,"5","Set5_thinned_2",5
"908",1144.5,7852.05,7995,8158.95,7791,8243.5,9491.175,978.130710845948,"5","Set5_thinned_2",5
"909",0,-72.8,-69,-65.2,37,3012.5,3507,1490.82649656395,"5","Set5_thinned_3",5
"910",24.5,7.275,145.5,283.725,52,409,1111.1,1490.82649656395,"5","Set5_thinned_3",5
"911",76.5,6866.625,7042.5,7237.375,779.875,1483,1959.075,1490.82649656395,"5","Set5_thinned_3",5
"912",104.5,2005.575,2168.5,2331.425,2134.55,3548.5,3764,1490.82649656395,"5","Set5_thinned_3",5
"913",148,2360.7,2545,2729.3,3313.925,3700,3813,1490.82649656395,"5","Set5_thinned_3",5
"914",160.5,3585.875,3754.5,3951.125,2556.975,2780,3474.2,1490.82649656395,"5","Set5_thinned_3",5
"915",256.5,3941.675,4171.5,4392.325,3937.8,4493,5295.25,1490.82649656395,"5","Set5_thinned_3",5
"916",334,4662.625,4910.5,5036.375,4177.95,5066,5505,1490.82649656395,"5","Set5_thinned_3",5
"917",407,5493.275,5687.5,5878.725,5008.975,5283,5571.175,1490.82649656395,"5","Set5_thinned_3",5
"918",481.5,5601.825,5750.5,5899.175,5652.975,5789,5972,1490.82649656395,"5","Set5_thinned_3",5
"919",552.5,6747.225,6922.5,7146.775,5811.975,6031.5,6294.025,1490.82649656395,"5","Set5_thinned_3",5
"920",574,5937.5,6099,6269.5,5850.85,6097,6351.1,1490.82649656395,"5","Set5_thinned_3",5
"921",643.5,6814,7023,7233.95,6321.925,6524,6613.025,1490.82649656395,"5","Set5_thinned_3",5
"922",649,6413.3,6571,6728.7,6817.85,6985,7069,1490.82649656395,"5","Set5_thinned_3",5
"923",749,6802.275,6978.5,7154.725,6531.975,6602,6688.075,1490.82649656395,"5","Set5_thinned_3",5
"924",767,6410.925,6561.5,6725.075,7009,7158,7225.05,1490.82649656395,"5","Set5_thinned_3",5
"925",850.5,7169.55,7294,7418.45,7222,7326,7398.025,1490.82649656395,"5","Set5_thinned_3",5
"926",870.5,7267.15,7384,7500.85,7226.975,7343,7487,1490.82649656395,"5","Set5_thinned_3",5
"927",1002.5,7493.875,7594.5,7687.125,7468.925,7614.5,7698,1490.82649656395,"5","Set5_thinned_3",5
"928",1046.5,7585.75,7714,7842.25,7629.975,7731,7908.025,1490.82649656395,"5","Set5_thinned_3",5
"929",1144.5,7852.05,7995,8158.95,7740.975,8064,8988.6,1490.82649656395,"5","Set5_thinned_3",5
"930",0,-72.8,-69,-65.2,630.75,2687.5,3213,1181.45698803779,"5","Set5_thinned_4",5
"931",24.5,7.275,145.5,283.725,750.575,2758.5,3233.025,1181.45698803779,"5","Set5_thinned_4",5
"932",69,1079.225,1210.5,1337.775,521.925,1280,1909.025,1181.45698803779,"5","Set5_thinned_4",5
"933",104.5,2005.575,2168.5,2331.425,1886.8,3150,3353.05,1181.45698803779,"5","Set5_thinned_4",5
"934",144.5,3180.9,3319,3450.1,2348.975,2543,2672,1181.45698803779,"5","Set5_thinned_4",5
"935",148,2360.7,2545,2729.3,3300,3407,3634.075,1181.45698803779,"5","Set5_thinned_4",5
"936",196.5,3848.45,4009,4217.55,2758.8,3289,3901.025,1181.45698803779,"5","Set5_thinned_4",5
"937",256.5,3941.675,4171.5,4392.325,4098.95,4400,4742.05,1181.45698803779,"5","Set5_thinned_4",5
"938",334,4662.625,4910.5,5036.375,4392.925,4916,5426.1,1181.45698803779,"5","Set5_thinned_4",5
"939",407,5493.275,5687.5,5878.725,4978.925,5285,5589,1181.45698803779,"5","Set5_thinned_4",5
"940",481.5,5601.825,5750.5,5899.175,5676,5845,6061.075,1181.45698803779,"5","Set5_thinned_4",5
"941",502,5600.775,5748.5,5896.225,5696,5898,6099.075,1181.45698803779,"5","Set5_thinned_4",5
"942",574,5937.5,6099,6269.5,6051.875,6446,6609.075,1181.45698803779,"5","Set5_thinned_4",5
"943",595.5,6480.15,6632.5,6781.175,6086,6333,6752.025,1181.45698803779,"5","Set5_thinned_4",5
"944",643.5,6814,7023,7233.95,6583.95,6713,6840.025,1181.45698803779,"5","Set5_thinned_4",5
"945",670,2888.825,3077.5,3316.175,6879.95,6980,7088.025,1181.45698803779,"5","Set5_thinned_4",5
"946",749,6802.275,6978.5,7154.725,7060.975,7184.5,7300,1181.45698803779,"5","Set5_thinned_4",5
"947",767,6410.925,6561.5,6725.075,6976.975,7158,7238.025,1181.45698803779,"5","Set5_thinned_4",5
"948",850.5,7169.55,7294,7418.45,7260,7342,7411.025,1181.45698803779,"5","Set5_thinned_4",5
"949",870.5,7267.15,7384,7500.85,7326.975,7432,7565,1181.45698803779,"5","Set5_thinned_4",5
"950",937.5,7585.75,7714,7842.25,7404.975,7535,7743.025,1181.45698803779,"5","Set5_thinned_4",5
"951",1046.5,7585.75,7714,7842.25,7529.975,7753,7864,1181.45698803779,"5","Set5_thinned_4",5
"952",1078.5,7688.15,7824,7959.85,7747,7827,7932,1181.45698803779,"5","Set5_thinned_4",5
"953",1144.5,7852.05,7995,8158.95,7873.85,8152,8922.125,1181.45698803779,"5","Set5_thinned_4",5
"954",0,-72.8,-69,-65.2,-57,78.5,241,1414.86812813067,"5","Set5_thinned_5",5
"955",24.5,7.275,145.5,283.725,72.95,400,931.05,1414.86812813067,"5","Set5_thinned_5",5
"956",69,1079.225,1210.5,1337.775,510.925,1421.5,2463.175,1414.86812813067,"5","Set5_thinned_5",5
"957",76.5,6866.625,7042.5,7237.375,1290.975,1452,2217.05,1414.86812813067,"5","Set5_thinned_5",5
"958",144.5,3180.9,3319,3450.1,2280.65,2561,2673,1414.86812813067,"5","Set5_thinned_5",5
"959",148,2360.7,2545,2729.3,3349.975,3440.5,3535.125,1414.86812813067,"5","Set5_thinned_5",5
"960",160.5,3585.875,3754.5,3951.125,2739.95,3524.5,3904.1,1414.86812813067,"5","Set5_thinned_5",5
"961",196.5,3848.45,4009,4217.55,3780,3992.5,4530.075,1414.86812813067,"5","Set5_thinned_5",5
"962",334,4662.625,4910.5,5036.375,4384.95,5073,5494.175,1414.86812813067,"5","Set5_thinned_5",5
"963",361.5,5304.825,5434.5,5573.175,4548.95,5273,5554,1414.86812813067,"5","Set5_thinned_5",5
"964",407,5493.275,5687.5,5878.725,5391,5531.5,5714.05,1414.86812813067,"5","Set5_thinned_5",5
"965",481.5,5601.825,5750.5,5899.175,5661.975,5784,5976.075,1414.86812813067,"5","Set5_thinned_5",5
"966",552.5,6747.225,6922.5,7146.775,5890.95,6025.5,6145,1414.86812813067,"5","Set5_thinned_5",5
"967",574,5937.5,6099,6269.5,6811,6886,6959,1414.86812813067,"5","Set5_thinned_5",5
"968",595.5,6480.15,6632.5,6781.175,6830,6911,6983,1414.86812813067,"5","Set5_thinned_5",5
"969",643.5,6814,7023,7233.95,6586,6708,6814,1414.86812813067,"5","Set5_thinned_5",5
"970",670,2888.825,3077.5,3316.175,6873.875,6971,7076.05,1414.86812813067,"5","Set5_thinned_5",5
"971",749,6802.275,6978.5,7154.725,6520.95,7076,7167,1414.86812813067,"5","Set5_thinned_5",5
"972",767,6410.925,6561.5,6725.075,6969.975,7054,7182,1414.86812813067,"5","Set5_thinned_5",5
"973",844.5,6866.85,7065,7252.15,7258,7337,7406,1414.86812813067,"5","Set5_thinned_5",5
"974",870.5,7267.15,7384,7500.85,7124,7257,7461,1414.86812813067,"5","Set5_thinned_5",5
"975",937.5,7585.75,7714,7842.25,7389,7501.5,7653.05,1414.86812813067,"5","Set5_thinned_5",5
"976",1002.5,7493.875,7594.5,7687.125,7453.975,7616,7721.05,1414.86812813067,"5","Set5_thinned_5",5
"977",1046.5,7585.75,7714,7842.25,7673.975,7761,7928,1414.86812813067,"5","Set5_thinned_5",5
"978",1144.5,7852.05,7995,8158.95,7743.975,8057,8866.45,1414.86812813067,"5","Set5_thinned_5",5
"979",0,-72.8,-69,-65.2,451.875,1026.5,1250.05,1379.40495811112,"5","Set5_thinned_6",5
"980",24.5,7.275,145.5,283.725,589,1094,1262.025,1379.40495811112,"5","Set5_thinned_6",5
"981",69,1079.225,1210.5,1337.775,525.975,1277.5,1829,1379.40495811112,"5","Set5_thinned_6",5
"982",76.5,6866.625,7042.5,7237.375,1317.975,1445,1846.05,1379.40495811112,"5","Set5_thinned_6",5
"983",104.5,2005.575,2168.5,2331.425,1596.95,2003.5,2436.125,1379.40495811112,"5","Set5_thinned_6",5
"984",148,2360.7,2545,2729.3,2660.95,3405,3647.05,1379.40495811112,"5","Set5_thinned_6",5
"985",160.5,3585.875,3754.5,3951.125,2654.95,2946.5,3556.175,1379.40495811112,"5","Set5_thinned_6",5
"986",196.5,3848.45,4009,4217.55,3749.975,3894,4079.075,1379.40495811112,"5","Set5_thinned_6",5
"987",256.5,3941.675,4171.5,4392.325,4122,4400,4742.1,1379.40495811112,"5","Set5_thinned_6",5
"988",334,4662.625,4910.5,5036.375,4372.95,4906,5430.125,1379.40495811112,"5","Set5_thinned_6",5
"989",407,5493.275,5687.5,5878.725,5014.925,5297,5621,1379.40495811112,"5","Set5_thinned_6",5
"990",481.5,5601.825,5750.5,5899.175,5639.975,5703,5836,1379.40495811112,"5","Set5_thinned_6",5
"991",502,5600.775,5748.5,5896.225,5702.975,5876.5,6138.1,1379.40495811112,"5","Set5_thinned_6",5
"992",552.5,6747.225,6922.5,7146.775,5896,6012,6118,1379.40495811112,"5","Set5_thinned_6",5
"993",574,5937.5,6099,6269.5,5999.975,6321.5,6529.025,1379.40495811112,"5","Set5_thinned_6",5
"994",643.5,6814,7023,7233.95,6398.95,6536,6627.025,1379.40495811112,"5","Set5_thinned_6",5
"995",649,6413.3,6571,6728.7,6306.95,6635,7021,1379.40495811112,"5","Set5_thinned_6",5
"996",670,2888.825,3077.5,3316.175,6551,6665,6847.15,1379.40495811112,"5","Set5_thinned_6",5
"997",749,6802.275,6978.5,7154.725,6564,6675,7164.025,1379.40495811112,"5","Set5_thinned_6",5
"998",767,6410.925,6561.5,6725.075,6946,7041.5,7206.075,1379.40495811112,"5","Set5_thinned_6",5
"999",850.5,7169.55,7294,7418.45,6904,7263,7382,1379.40495811112,"5","Set5_thinned_6",5
"1000",870.5,7267.15,7384,7500.85,7291,7370,7510.075,1379.40495811112,"5","Set5_thinned_6",5
"1001",937.5,7585.75,7714,7842.25,7409.975,7495,7583.025,1379.40495811112,"5","Set5_thinned_6",5
"1002",1002.5,7493.875,7594.5,7687.125,7650.975,7714,7781.05,1379.40495811112,"5","Set5_thinned_6",5
"1003",1046.5,7585.75,7714,7842.25,7681.975,7768,7940,1379.40495811112,"5","Set5_thinned_6",5
"1004",1144.5,7852.05,7995,8158.95,7741.975,8015,8816.225,1379.40495811112,"5","Set5_thinned_6",5
"1005",0,-72.8,-69,-65.2,-57.025,80,239,1114.85321654666,"5","Set5_thinned_7",5
"1006",24.5,7.275,145.5,283.725,88.95,399,927.125,1114.85321654666,"5","Set5_thinned_7",5
"1007",69,1079.225,1210.5,1337.775,485.95,1248.5,1838,1114.85321654666,"5","Set5_thinned_7",5
"1008",76.5,6866.625,7042.5,7237.375,1308.95,1445,1839.275,1114.85321654666,"5","Set5_thinned_7",5
"1009",104.5,2005.575,2168.5,2331.425,1839.85,2437.5,3097.3,1114.85321654666,"5","Set5_thinned_7",5
"1010",144.5,3180.9,3319,3450.1,2629.95,3309,3598.15,1114.85321654666,"5","Set5_thinned_7",5
"1011",160.5,3585.875,3754.5,3951.125,3390.9,3551,3824.125,1114.85321654666,"5","Set5_thinned_7",5
"1012",196.5,3848.45,4009,4217.55,3773.975,3904,4077.05,1114.85321654666,"5","Set5_thinned_7",5
"1013",256.5,3941.675,4171.5,4392.325,4128.9,4402.5,4726.075,1114.85321654666,"5","Set5_thinned_7",5
"1014",334,4662.625,4910.5,5036.375,4540.975,5071,5303,1114.85321654666,"5","Set5_thinned_7",5
"1015",361.5,5304.825,5434.5,5573.175,4956.95,5154,5441,1114.85321654666,"5","Set5_thinned_7",5
"1016",407,5493.275,5687.5,5878.725,5413.975,5548,5880.025,1114.85321654666,"5","Set5_thinned_7",5
"1017",502,5600.775,5748.5,5896.225,5559.975,5857,6071.05,1114.85321654666,"5","Set5_thinned_7",5
"1018",552.5,6747.225,6922.5,7146.775,5734.875,6011,6149,1114.85321654666,"5","Set5_thinned_7",5
"1019",574,5937.5,6099,6269.5,5994.725,6363,6577.125,1114.85321654666,"5","Set5_thinned_7",5
"1020",595.5,6480.15,6632.5,6781.175,6120.85,6258,6453.05,1114.85321654666,"5","Set5_thinned_7",5
"1021",643.5,6814,7023,7233.95,6372.825,6529,6619.025,1114.85321654666,"5","Set5_thinned_7",5
"1022",649,6413.3,6571,6728.7,6767,6916,6990,1114.85321654666,"5","Set5_thinned_7",5
"1023",749,6802.275,6978.5,7154.725,6902.875,7086,7191.05,1114.85321654666,"5","Set5_thinned_7",5
"1024",767,6410.925,6561.5,6725.075,6936.85,7094,7195.025,1114.85321654666,"5","Set5_thinned_7",5
"1025",844.5,6866.85,7065,7252.15,7164.975,7270,7319,1114.85321654666,"5","Set5_thinned_7",5
"1026",850.5,7169.55,7294,7418.45,7112.975,7201,7289.025,1114.85321654666,"5","Set5_thinned_7",5
"1027",870.5,7267.15,7384,7500.85,7300.975,7392,7562.025,1114.85321654666,"5","Set5_thinned_7",5
"1028",937.5,7585.75,7714,7842.25,7404,7507,7647,1114.85321654666,"5","Set5_thinned_7",5
"1029",1046.5,7585.75,7714,7842.25,7727.975,7848,7949,1114.85321654666,"5","Set5_thinned_7",5
"1030",1078.5,7688.15,7824,7959.85,7762.925,7888,7971.025,1114.85321654666,"5","Set5_thinned_7",5
"1031",1144.5,7852.05,7995,8158.95,7861.975,8094,8785.075,1114.85321654666,"5","Set5_thinned_7",5
"1032",0,-72.8,-69,-65.2,487,1066.5,1277.05,1331.8119672354,"5","Set5_thinned_8",5
"1033",24.5,7.275,145.5,283.725,661.8,1122.5,1280.025,1331.8119672354,"5","Set5_thinned_8",5
"1034",69,1079.225,1210.5,1337.775,500.925,1238.5,1793.1,1331.8119672354,"5","Set5_thinned_8",5
"1035",76.5,6866.625,7042.5,7237.375,1317.975,1450.5,1927.025,1331.8119672354,"5","Set5_thinned_8",5
"1036",104.5,2005.575,2168.5,2331.425,1748.925,2368,3038.175,1331.8119672354,"5","Set5_thinned_8",5
"1037",144.5,3180.9,3319,3450.1,2362.975,2570.5,2677,1331.8119672354,"5","Set5_thinned_8",5
"1038",148,2360.7,2545,2729.3,3270.975,3377,3644,1331.8119672354,"5","Set5_thinned_8",5
"1039",196.5,3848.45,4009,4217.55,3414.85,3707.5,4038,1331.8119672354,"5","Set5_thinned_8",5
"1040",256.5,3941.675,4171.5,4392.325,4129.975,4520.5,5100.025,1331.8119672354,"5","Set5_thinned_8",5
"1041",334,4662.625,4910.5,5036.375,4521.6,5145,5359,1331.8119672354,"5","Set5_thinned_8",5
"1042",361.5,5304.825,5434.5,5573.175,4948,5156,5464.025,1331.8119672354,"5","Set5_thinned_8",5
"1043",407,5493.275,5687.5,5878.725,5386.925,5503,5687.05,1331.8119672354,"5","Set5_thinned_8",5
"1044",481.5,5601.825,5750.5,5899.175,5501.95,5653,5818,1331.8119672354,"5","Set5_thinned_8",5
"1045",502,5600.775,5748.5,5896.225,5740.975,5880,6008.025,1331.8119672354,"5","Set5_thinned_8",5
"1046",574,5937.5,6099,6269.5,5928.975,6292,6482.1,1331.8119672354,"5","Set5_thinned_8",5
"1047",595.5,6480.15,6632.5,6781.175,6102,6234,6441.05,1331.8119672354,"5","Set5_thinned_8",5
"1048",643.5,6814,7023,7233.95,6319.85,6513,6606.025,1331.8119672354,"5","Set5_thinned_8",5
"1049",649,6413.3,6571,6728.7,6700.95,6961,7030,1331.8119672354,"5","Set5_thinned_8",5
"1050",670,2888.825,3077.5,3316.175,6614.975,6740.5,7096,1331.8119672354,"5","Set5_thinned_8",5
"1051",749,6802.275,6978.5,7154.725,6564,6632,7245.075,1331.8119672354,"5","Set5_thinned_8",5
"1052",767,6410.925,6561.5,6725.075,6950,7046,7203.05,1331.8119672354,"5","Set5_thinned_8",5
"1053",850.5,7169.55,7294,7418.45,7191.975,7325,7398.05,1331.8119672354,"5","Set5_thinned_8",5
"1054",870.5,7267.15,7384,7500.85,7239.85,7363,7517.025,1331.8119672354,"5","Set5_thinned_8",5
"1055",937.5,7585.75,7714,7842.25,7402.95,7495,7585,1331.8119672354,"5","Set5_thinned_8",5
"1056",1002.5,7493.875,7594.5,7687.125,7644,7701,7758,1331.8119672354,"5","Set5_thinned_8",5
"1057",1046.5,7585.75,7714,7842.25,7675,7763,7931,1331.8119672354,"5","Set5_thinned_8",5
"1058",1078.5,7688.15,7824,7959.85,7703.975,7835,7953,1331.8119672354,"5","Set5_thinned_8",5
"1059",1144.5,7852.05,7995,8158.95,7850.975,8078,8756.25,1331.8119672354,"5","Set5_thinned_8",5
"1060",0,-72.8,-69,-65.2,-55.025,88.5,254,1301.41878965667,"5","Set5_thinned_9",5
"1061",24.5,7.275,145.5,283.725,62,399,981.175,1301.41878965667,"5","Set5_thinned_9",5
"1062",69,1079.225,1210.5,1337.775,513.5,1264,1828.175,1301.41878965667,"5","Set5_thinned_9",5
"1063",76.5,6866.625,7042.5,7237.375,1297.925,1442,1887.025,1301.41878965667,"5","Set5_thinned_9",5
