"","Depth","lwr_true","median_true","upr_true","lwr_2sd","median","upr_2sd","test_error","subset","runID","nfold"
"584",1078.5,7688.15,7824,7959.85,7737,7822,7931.025,1181.67500780632,"3","Set3_thinned_7",5
"585",1144.5,7852.05,7995,8158.95,7871.95,8116.5,8765.1,1181.67500780632,"3","Set3_thinned_7",5
"586",0,-72.8,-69,-65.2,-61,75,239.025,1199.78333237417,"3","Set3_thinned_8",5
"587",24.5,7.275,145.5,283.725,15.95,297.5,1068.175,1199.78333237417,"3","Set3_thinned_8",5
"588",69,950.9,1118.5,1281.425,252.95,952,1350.05,1199.78333237417,"3","Set3_thinned_8",5
"589",76.5,6866.625,7042.5,7237.375,294.975,1063,1392.025,1199.78333237417,"3","Set3_thinned_8",5
"590",104.5,1381.95,1514,1687.05,1684.95,2322,3038.125,1199.78333237417,"3","Set3_thinned_8",5
"591",144.5,3180.9,3319,3450.1,2001.975,2448,2626.025,1199.78333237417,"3","Set3_thinned_8",5
"592",148,2360.7,2545,2729.3,3288,3401.5,3676.125,1199.78333237417,"3","Set3_thinned_8",5
"593",196.5,3848.45,4009,4217.55,2718.925,3266.5,3910.05,1199.78333237417,"3","Set3_thinned_8",5
"594",256.5,3941.675,4171.5,4392.325,4157.875,4605,5127,1199.78333237417,"3","Set3_thinned_8",5
"595",334,5298.7,5426,5570.3,4485.975,5058,5325,1199.78333237417,"3","Set3_thinned_8",5
"596",361.5,5304.825,5434.5,5573.175,5381.95,5484,5603,1199.78333237417,"3","Set3_thinned_8",5
"597",407,5493.275,5687.5,5878.725,5443,5556,5715.075,1199.78333237417,"3","Set3_thinned_8",5
"598",481.5,5601.825,5750.5,5899.175,5725.875,6027,6427.25,1199.78333237417,"3","Set3_thinned_8",5
"599",502,5067.1,5355,5560.9,5769.95,6118.5,6489.05,1199.78333237417,"3","Set3_thinned_8",5
"600",574,6672,6824,6976,6154.975,6456,6592,1199.78333237417,"3","Set3_thinned_8",5
"601",595.5,6480.15,6632.5,6781.175,6610.925,6797,6892.075,1199.78333237417,"3","Set3_thinned_8",5
"602",643.5,6814,7023,7233.95,6697.925,6782,6848,1199.78333237417,"3","Set3_thinned_8",5
"603",649,6678.275,6835.5,6992.725,6749.95,6893,6981.075,1199.78333237417,"3","Set3_thinned_8",5
"604",670,6675.075,6828.5,6981.925,6802.975,6904,7014.05,1199.78333237417,"3","Set3_thinned_8",5
"605",749,6458.275,6615.5,6776.725,6883.925,7029,7178,1199.78333237417,"3","Set3_thinned_8",5
"606",767,6410.925,6561.5,6725.075,6958.95,7118,7251,1199.78333237417,"3","Set3_thinned_8",5
"607",850.5,7171.525,7295.5,7419.475,7192.95,7323,7401,1199.78333237417,"3","Set3_thinned_8",5
"608",870.5,7267.15,7384,7500.85,7284,7379,7527.025,1199.78333237417,"3","Set3_thinned_8",5
"609",937.5,7585.75,7714,7842.25,7399.975,7509,7657.025,1199.78333237417,"3","Set3_thinned_8",5
"610",1002.5,7493.875,7594.5,7687.125,7468.95,7617,7714.025,1199.78333237417,"3","Set3_thinned_8",5
"611",1046.5,7585.75,7714,7842.25,7685.925,7764,7863.025,1199.78333237417,"3","Set3_thinned_8",5
"612",1078.5,7688.15,7824,7959.85,7709.975,7793,7932.025,1199.78333237417,"3","Set3_thinned_8",5
"613",1144.5,7852.05,7995,8158.95,7872.975,8148.5,8893.1,1199.78333237417,"3","Set3_thinned_8",5
"614",0,-72.8,-69,-65.2,-54.025,76,241.025,1190.50348742514,"3","Set3_thinned_9",5
"615",24.5,7.275,145.5,283.725,70,355,858.025,1190.50348742514,"3","Set3_thinned_9",5
"616",69,950.9,1118.5,1281.425,336.975,851,1225.05,1190.50348742514,"3","Set3_thinned_9",5
"617",76.5,6866.625,7042.5,7237.375,1081.975,1199,1376.05,1190.50348742514,"3","Set3_thinned_9",5
"618",104.5,1381.95,1514,1687.05,1688.925,2310,2998.15,1190.50348742514,"3","Set3_thinned_9",5
"619",144.5,3180.9,3319,3450.1,2071.85,2494,2643.025,1190.50348742514,"3","Set3_thinned_9",5
"620",148,2360.7,2545,2729.3,3349.975,3440,3550.15,1190.50348742514,"3","Set3_thinned_9",5
"621",160.5,3585.875,3754.5,3951.125,2549.975,2789.5,3511.15,1190.50348742514,"3","Set3_thinned_9",5
"622",256.5,3941.675,4171.5,4392.325,4048.9,4658,5211,1190.50348742514,"3","Set3_thinned_9",5
"623",334,5298.7,5426,5570.3,4442.075,5058,5319.05,1190.50348742514,"3","Set3_thinned_9",5
"624",361.5,5304.825,5434.5,5573.175,5380.975,5487.5,5595.025,1190.50348742514,"3","Set3_thinned_9",5
"625",407,5493.275,5687.5,5878.725,5444.95,5558.5,5718.15,1190.50348742514,"3","Set3_thinned_9",5
"626",481.5,5601.825,5750.5,5899.175,5773.95,6187,6623.1,1190.50348742514,"3","Set3_thinned_9",5
"627",502,5067.1,5355,5560.9,5820,6334,6691.05,1190.50348742514,"3","Set3_thinned_9",5
"628",552.5,6747.225,6922.5,7146.775,5982.9,6453.5,6679.025,1190.50348742514,"3","Set3_thinned_9",5
"629",574,6672,6824,6976,6130.825,6444,6758,1190.50348742514,"3","Set3_thinned_9",5
"630",643.5,6814,7023,7233.95,6754,6851,6927,1190.50348742514,"3","Set3_thinned_9",5
"631",649,6678.275,6835.5,6992.725,6799,6905,6965.025,1190.50348742514,"3","Set3_thinned_9",5
"632",670,6675.075,6828.5,6981.925,6788.975,6881,6961.05,1190.50348742514,"3","Set3_thinned_9",5
"633",749,6458.275,6615.5,6776.725,6890.975,6983.5,7083,1190.50348742514,"3","Set3_thinned_9",5
"634",767,6410.925,6561.5,6725.075,6908.95,7000,7109,1190.50348742514,"3","Set3_thinned_9",5
"635",844.5,6866.85,7065,7252.15,7192,7317,7394.025,1190.50348742514,"3","Set3_thinned_9",5
"636",850.5,7171.525,7295.5,7419.475,7212.95,7327,7401,1190.50348742514,"3","Set3_thinned_9",5
"637",870.5,7267.15,7384,7500.85,7278.925,7363,7487.025,1190.50348742514,"3","Set3_thinned_9",5
"638",1002.5,7493.875,7594.5,7687.125,7478.975,7620,7711,1190.50348742514,"3","Set3_thinned_9",5
"639",1046.5,7585.75,7714,7842.25,7636.975,7736,7842.05,1190.50348742514,"3","Set3_thinned_9",5
"640",1078.5,7688.15,7824,7959.85,7705,7795,7921,1190.50348742514,"3","Set3_thinned_9",5
"641",1144.5,7852.05,7995,8158.95,7867,8130,8950.475,1190.50348742514,"3","Set3_thinned_9",5
"642",0,-72.8,-69,-65.2,-58,79,244.05,1180.52270883343,"3","Set3_thinned_10",5
"643",24.5,7.275,145.5,283.725,19.975,274,772.225,1180.52270883343,"3","Set3_thinned_10",5
"644",69,950.9,1118.5,1281.425,277.8,853,1251.2,1180.52270883343,"3","Set3_thinned_10",5
"645",76.5,6866.625,7042.5,7237.375,1090,1195.5,1369.1,1180.52270883343,"3","Set3_thinned_10",5
"646",104.5,1381.95,1514,1687.05,1675.875,2351.5,3052.2,1180.52270883343,"3","Set3_thinned_10",5
"647",144.5,3180.9,3319,3450.1,2117.725,2484.5,2632,1180.52270883343,"3","Set3_thinned_10",5
"648",148,2360.7,2545,2729.3,3341,3440,3576.175,1180.52270883343,"3","Set3_thinned_10",5
"649",160.5,3585.875,3754.5,3951.125,2670.95,2948,3592.15,1180.52270883343,"3","Set3_thinned_10",5
"650",196.5,3848.45,4009,4217.55,3819.975,4093.5,4826.05,1180.52270883343,"3","Set3_thinned_10",5
"651",334,5298.7,5426,5570.3,4499.975,5152,5375.025,1180.52270883343,"3","Set3_thinned_10",5
"652",361.5,5304.825,5434.5,5573.175,5378.975,5486,5590.025,1180.52270883343,"3","Set3_thinned_10",5
"653",407,5493.275,5687.5,5878.725,5449,5551,5717.025,1180.52270883343,"3","Set3_thinned_10",5
"654",481.5,5601.825,5750.5,5899.175,5658.975,5831,6169.05,1180.52270883343,"3","Set3_thinned_10",5
"655",502,5067.1,5355,5560.9,5764.975,5939,6196.1,1180.52270883343,"3","Set3_thinned_10",5
"656",552.5,6747.225,6922.5,7146.775,6043.975,6393,6647.1,1180.52270883343,"3","Set3_thinned_10",5
"657",574,6672,6824,6976,5966,6447,6624,1180.52270883343,"3","Set3_thinned_10",5
"658",595.5,6480.15,6632.5,6781.175,6092.975,6345,6827.05,1180.52270883343,"3","Set3_thinned_10",5
"659",643.5,6814,7023,7233.95,6184.975,6407,6845.025,1180.52270883343,"3","Set3_thinned_10",5
"660",670,6675.075,6828.5,6981.925,6867.925,6984,7068,1180.52270883343,"3","Set3_thinned_10",5
"661",749,6458.275,6615.5,6776.725,6924.975,7033,7131,1180.52270883343,"3","Set3_thinned_10",5
"662",767,6410.925,6561.5,6725.075,6783.875,7008,7150.025,1180.52270883343,"3","Set3_thinned_10",5
"663",844.5,6866.85,7065,7252.15,7187.975,7303,7404,1180.52270883343,"3","Set3_thinned_10",5
"664",850.5,7171.525,7295.5,7419.475,7080,7183,7289.075,1180.52270883343,"3","Set3_thinned_10",5
"665",870.5,7267.15,7384,7500.85,7286.975,7376,7508,1180.52270883343,"3","Set3_thinned_10",5
"666",937.5,7585.75,7714,7842.25,7347.975,7486.5,7584.025,1180.52270883343,"3","Set3_thinned_10",5
"667",1002.5,7493.875,7594.5,7687.125,7645,7712,7778.025,1180.52270883343,"3","Set3_thinned_10",5
"668",1046.5,7585.75,7714,7842.25,7675.975,7766,7930,1180.52270883343,"3","Set3_thinned_10",5
"669",1144.5,7852.05,7995,8158.95,7757.975,8066,8816.525,1180.52270883343,"3","Set3_thinned_10",5
"670",0,-72.8,-69,-65.2,295.925,1069,1265,950.369253895558,"4","Set4_thinned_2",5
"671",69,1079.225,1210.5,1337.775,540.675,1422,1969.125,950.369253895558,"4","Set4_thinned_2",5
"672",104.5,2008.55,2171,2333.45,1421.975,1840,2367.05,950.369253895558,"4","Set4_thinned_2",5
"673",148,2360.7,2545,2729.3,2335.975,2844,4327,950.369253895558,"4","Set4_thinned_2",5
"674",196.5,3848.45,4009,4217.55,2529.8,3505,4765.7,950.369253895558,"4","Set4_thinned_2",5
"675",334,5298.7,5426,5570.3,4229.95,4768.5,5406.075,950.369253895558,"4","Set4_thinned_2",5
"676",407,5493.275,5687.5,5878.725,4416,5162,5578.025,950.369253895558,"4","Set4_thinned_2",5
"677",502,5600.775,5748.5,5896.225,5713.975,5872,6041.05,950.369253895558,"4","Set4_thinned_2",5
"678",574,5937.5,6099,6269.5,5947.9,6406,6837.025,950.369253895558,"4","Set4_thinned_2",5
"679",643.5,6814,7023,7233.95,6105.975,6269,6473.025,950.369253895558,"4","Set4_thinned_2",5
"680",670,2888.825,3077.5,3316.175,6142.975,6330.5,6504.025,950.369253895558,"4","Set4_thinned_2",5
"681",767,6410.925,6561.5,6725.075,7127.95,7263,7373,950.369253895558,"4","Set4_thinned_2",5
"682",850.5,7171.525,7295.5,7419.475,7372.975,7565.5,7694.05,950.369253895558,"4","Set4_thinned_2",5
"683",937.5,7585.75,7714,7842.25,7341.975,7484,7639.025,950.369253895558,"4","Set4_thinned_2",5
"684",1046.5,7585.75,7714,7842.25,7742.975,7850,7950,950.369253895558,"4","Set4_thinned_2",5
"685",1144.5,7852.05,7995,8158.95,7776.95,8226.5,9401.575,950.369253895558,"4","Set4_thinned_2",5
"686",0,-72.8,-69,-65.2,-57.025,65,238,1312.20204781341,"4","Set4_thinned_3",5
"687",24.5,7.275,145.5,283.725,18.975,396.5,1272.375,1312.20204781341,"4","Set4_thinned_3",5
"688",76.5,6866.625,7042.5,7237.375,700.875,1490,1944.05,1312.20204781341,"4","Set4_thinned_3",5
"689",104.5,2008.55,2171,2333.45,1102.95,1949.5,2492.05,1312.20204781341,"4","Set4_thinned_3",5
"690",148,2360.7,2545,2729.3,2497.525,3370,3589.025,1312.20204781341,"4","Set4_thinned_3",5
"691",160.5,3585.875,3754.5,3951.125,2524.95,2714.5,3218.125,1312.20204781341,"4","Set4_thinned_3",5
"692",256.5,3463.275,3620.5,3815.725,4007.975,4652.5,5210.1,1312.20204781341,"4","Set4_thinned_3",5
"693",334,5298.7,5426,5570.3,3930.725,4669.5,5409.025,1312.20204781341,"4","Set4_thinned_3",5
"694",407,5493.275,5687.5,5878.725,5410.9,5573,5754,1312.20204781341,"4","Set4_thinned_3",5
"695",481.5,5601.825,5750.5,5899.175,5692.975,5849,6059,1312.20204781341,"4","Set4_thinned_3",5
"696",552.5,6747.225,6922.5,7146.775,5833,6034,6162.075,1312.20204781341,"4","Set4_thinned_3",5
"697",574,5937.5,6099,6269.5,6275.9,6835,6937.05,1312.20204781341,"4","Set4_thinned_3",5
"698",643.5,6814,7023,7233.95,6547.925,6766,6865,1312.20204781341,"4","Set4_thinned_3",5
"699",649,6678.275,6835.5,6992.725,6835.975,6969,7054.05,1312.20204781341,"4","Set4_thinned_3",5
"700",749,6866.625,7042.5,7237.375,6832.975,6998.5,7155.025,1312.20204781341,"4","Set4_thinned_3",5
"701",767,6410.925,6561.5,6725.075,7031.975,7148,7233.025,1312.20204781341,"4","Set4_thinned_3",5
"702",850.5,7171.525,7295.5,7419.475,7201.925,7391,7555.025,1312.20204781341,"4","Set4_thinned_3",5
"703",870.5,7267.15,7384,7500.85,7225.925,7416,7566.025,1312.20204781341,"4","Set4_thinned_3",5
"704",1002.5,7493.875,7594.5,7687.125,7484.975,7620,7717,1312.20204781341,"4","Set4_thinned_3",5
"705",1046.5,7585.75,7714,7842.25,7623.975,7730,7897.05,1312.20204781341,"4","Set4_thinned_3",5
"706",1144.5,7852.05,7995,8158.95,7720.925,8064,9007.1,1312.20204781341,"4","Set4_thinned_3",5
"707",0,-72.8,-69,-65.2,-57,80.5,244.05,885.066169842685,"4","Set4_thinned_4",5
"708",24.5,7.275,145.5,283.725,80,460,1470.1,885.066169842685,"4","Set4_thinned_4",5
"709",69,1079.225,1210.5,1337.775,484.675,1407,1923.1,885.066169842685,"4","Set4_thinned_4",5
"710",104.5,2008.55,2171,2333.45,1460.9,1840.5,2331.05,885.066169842685,"4","Set4_thinned_4",5
"711",144.5,3180.9,3319,3450.1,2060.475,2501,2654,885.066169842685,"4","Set4_thinned_4",5
"712",148,2360.7,2545,2729.3,3290,3399,3606.1,885.066169842685,"4","Set4_thinned_4",5
"713",196.5,3848.45,4009,4217.55,2726.925,3074.5,3445.05,885.066169842685,"4","Set4_thinned_4",5
"714",256.5,3463.275,3620.5,3815.725,4203.975,4622,5132.075,885.066169842685,"4","Set4_thinned_4",5
"715",334,5298.7,5426,5570.3,3917.925,4639.5,5326.25,885.066169842685,"4","Set4_thinned_4",5
"716",407,5493.275,5687.5,5878.725,5411,5558,5748.075,885.066169842685,"4","Set4_thinned_4",5
"717",481.5,5601.825,5750.5,5899.175,5644.95,5729,5841.05,885.066169842685,"4","Set4_thinned_4",5
"718",502,5600.775,5748.5,5896.225,5707.95,5831.5,6021.05,885.066169842685,"4","Set4_thinned_4",5
"719",574,5937.5,6099,6269.5,5930.975,6347.5,6797.05,885.066169842685,"4","Set4_thinned_4",5
"720",595.5,6480.15,6632.5,6781.175,5997.925,6486,6855.05,885.066169842685,"4","Set4_thinned_4",5
"721",643.5,6814,7023,7233.95,6614,6759,6936.1,885.066169842685,"4","Set4_thinned_4",5
"722",670,2888.825,3077.5,3316.175,6645.95,6820,6976.025,885.066169842685,"4","Set4_thinned_4",5
"723",749,6866.625,7042.5,7237.375,7036,7155,7243,885.066169842685,"4","Set4_thinned_4",5
"724",767,6410.925,6561.5,6725.075,7078.975,7173,7295.025,885.066169842685,"4","Set4_thinned_4",5
"725",850.5,7171.525,7295.5,7419.475,7217,7325,7394,885.066169842685,"4","Set4_thinned_4",5
"726",870.5,7267.15,7384,7500.85,7330.9,7431.5,7582.125,885.066169842685,"4","Set4_thinned_4",5
"727",937.5,7585.75,7714,7842.25,7401.975,7505,7643,885.066169842685,"4","Set4_thinned_4",5
"728",1046.5,7585.75,7714,7842.25,7724,7805,7885.025,885.066169842685,"4","Set4_thinned_4",5
"729",1078.5,7688.15,7824,7959.85,7747.975,7827,7929.025,885.066169842685,"4","Set4_thinned_4",5
"730",1144.5,7852.05,7995,8158.95,7873.975,8108,8878.2,885.066169842685,"4","Set4_thinned_4",5
"731",0,-72.8,-69,-65.2,-61,71,233.025,1445.5196366705,"4","Set4_thinned_5",5
"732",24.5,7.275,145.5,283.725,69.95,399,914.075,1445.5196366705,"4","Set4_thinned_5",5
"733",69,1079.225,1210.5,1337.775,381,1027,1758.15,1445.5196366705,"4","Set4_thinned_5",5
"734",76.5,6866.625,7042.5,7237.375,1232,1368,2035.25,1445.5196366705,"4","Set4_thinned_5",5
"735",144.5,3180.9,3319,3450.1,2186.75,2504.5,2662.025,1445.5196366705,"4","Set4_thinned_5",5
"736",148,2360.7,2545,2729.3,3348,3438,3565.075,1445.5196366705,"4","Set4_thinned_5",5
"737",160.5,3585.875,3754.5,3951.125,2524.975,2786,3807.15,1445.5196366705,"4","Set4_thinned_5",5
"738",196.5,3848.45,4009,4217.55,2692.675,3302.5,4660.275,1445.5196366705,"4","Set4_thinned_5",5
"739",334,5298.7,5426,5570.3,4507.925,5152,5358,1445.5196366705,"4","Set4_thinned_5",5
"740",361.5,5304.825,5434.5,5573.175,5388.95,5480,5586.025,1445.5196366705,"4","Set4_thinned_5",5
"741",407,5493.275,5687.5,5878.725,5451.875,5568.5,5744,1445.5196366705,"4","Set4_thinned_5",5
"742",481.5,5601.825,5750.5,5899.175,5657.975,5787,5962.025,1445.5196366705,"4","Set4_thinned_5",5
"743",552.5,6747.225,6922.5,7146.775,5862.925,6021.5,6147,1445.5196366705,"4","Set4_thinned_5",5
"744",574,5937.5,6099,6269.5,6250.925,6514,6660.025,1445.5196366705,"4","Set4_thinned_5",5
"745",595.5,6480.15,6632.5,6781.175,6081,6300,6674.025,1445.5196366705,"4","Set4_thinned_5",5
"746",643.5,6814,7023,7233.95,6587.95,6724.5,6844.025,1445.5196366705,"4","Set4_thinned_5",5
"747",670,2888.825,3077.5,3316.175,6894.925,6976,7059,1445.5196366705,"4","Set4_thinned_5",5
"748",749,6866.625,7042.5,7237.375,7064,7199,7307.025,1445.5196366705,"4","Set4_thinned_5",5
"749",767,6410.925,6561.5,6725.075,6969,7076,7181,1445.5196366705,"4","Set4_thinned_5",5
"750",844.5,6866.85,7065,7252.15,7237,7336,7405,1445.5196366705,"4","Set4_thinned_5",5
"751",870.5,7267.15,7384,7500.85,7141.975,7283,7482.025,1445.5196366705,"4","Set4_thinned_5",5
"752",937.5,7585.75,7714,7842.25,7392,7488,7579,1445.5196366705,"4","Set4_thinned_5",5
"753",1002.5,7493.875,7594.5,7687.125,7643,7711,7779.05,1445.5196366705,"4","Set4_thinned_5",5
"754",1046.5,7585.75,7714,7842.25,7667.975,7941,8690.325,1445.5196366705,"4","Set4_thinned_5",5
"755",1144.5,7852.05,7995,8158.95,7735.9,8238,9307,1445.5196366705,"4","Set4_thinned_5",5
"756",0,-72.8,-69,-65.2,-49.025,81.5,245.025,1397.35662192804,"4","Set4_thinned_6",5
"757",24.5,7.275,145.5,283.725,77.975,396,971.075,1397.35662192804,"4","Set4_thinned_6",5
"758",69,1079.225,1210.5,1337.775,382.95,1101.5,1874.2,1397.35662192804,"4","Set4_thinned_6",5
"759",76.5,6866.625,7042.5,7237.375,1310.95,1444,1828.05,1397.35662192804,"4","Set4_thinned_6",5
"760",104.5,2008.55,2171,2333.45,1104.85,1846.5,2429.175,1397.35662192804,"4","Set4_thinned_6",5
"761",148,2360.7,2545,2729.3,2687.975,3409,3673.025,1397.35662192804,"4","Set4_thinned_6",5
"762",160.5,3585.875,3754.5,3951.125,2666.975,2967,3584.075,1397.35662192804,"4","Set4_thinned_6",5
"763",196.5,3848.45,4009,4217.55,3830.875,4105,4826.1,1397.35662192804,"4","Set4_thinned_6",5
"764",256.5,3463.275,3620.5,3815.725,4020.925,4660,5176.125,1397.35662192804,"4","Set4_thinned_6",5
"765",334,5298.7,5426,5570.3,4382,4869,5425.025,1397.35662192804,"4","Set4_thinned_6",5
"766",407,5493.275,5687.5,5878.725,4657.95,5250.5,5596.075,1397.35662192804,"4","Set4_thinned_6",5
"767",481.5,5601.825,5750.5,5899.175,5638,5709,5835,1397.35662192804,"4","Set4_thinned_6",5
"768",502,5600.775,5748.5,5896.225,5750,5887,6012,1397.35662192804,"4","Set4_thinned_6",5
"769",552.5,6747.225,6922.5,7146.775,5876.95,6025,6144.075,1397.35662192804,"4","Set4_thinned_6",5
"770",574,5937.5,6099,6269.5,6101.975,6759.5,6889.025,1397.35662192804,"4","Set4_thinned_6",5
"771",643.5,6814,7023,7233.95,6431.95,6744,6834,1397.35662192804,"4","Set4_thinned_6",5
"772",649,6678.275,6835.5,6992.725,6316.925,6923,7026.025,1397.35662192804,"4","Set4_thinned_6",5
"773",670,2888.825,3077.5,3316.175,6779.975,6891,7140.075,1397.35662192804,"4","Set4_thinned_6",5
"774",749,6866.625,7042.5,7237.375,6850,7028,7252,1397.35662192804,"4","Set4_thinned_6",5
"775",767,6410.925,6561.5,6725.075,7020,7138.5,7219.025,1397.35662192804,"4","Set4_thinned_6",5
"776",850.5,7171.525,7295.5,7419.475,7124.975,7309,7394.025,1397.35662192804,"4","Set4_thinned_6",5
"777",870.5,7267.15,7384,7500.85,7310,7408,7529.025,1397.35662192804,"4","Set4_thinned_6",5
"778",937.5,7585.75,7714,7842.25,7405.975,7539,7775.075,1397.35662192804,"4","Set4_thinned_6",5
"779",1002.5,7493.875,7594.5,7687.125,7461,7672,7893.075,1397.35662192804,"4","Set4_thinned_6",5
"780",1046.5,7585.75,7714,7842.25,7525.975,7761,7937.025,1397.35662192804,"4","Set4_thinned_6",5
"781",1144.5,7852.05,7995,8158.95,7733,8020,8926.3,1397.35662192804,"4","Set4_thinned_6",5
"782",0,-72.8,-69,-65.2,-59,72,245.025,1128.87938124824,"4","Set4_thinned_7",5
"783",24.5,7.275,145.5,283.725,99.8,403,923.05,1128.87938124824,"4","Set4_thinned_7",5
"784",69,1079.225,1210.5,1337.775,475.875,1235,1818.15,1128.87938124824,"4","Set4_thinned_7",5
"785",76.5,6866.625,7042.5,7237.375,1291,1449,1877.125,1128.87938124824,"4","Set4_thinned_7",5
"786",104.5,2008.55,2171,2333.45,1898.85,2444.5,3107.2,1128.87938124824,"4","Set4_thinned_7",5
"787",144.5,3180.9,3319,3450.1,2689.875,3315,3605.025,1128.87938124824,"4","Set4_thinned_7",5
"788",160.5,3585.875,3754.5,3951.125,3369,3556,3825.05,1128.87938124824,"4","Set4_thinned_7",5
"789",196.5,3848.45,4009,4217.55,3578.825,3778,4311.15,1128.87938124824,"4","Set4_thinned_7",5
"790",256.5,3463.275,3620.5,3815.725,4165.875,4604,5148.15,1128.87938124824,"4","Set4_thinned_7",5
"791",334,5298.7,5426,5570.3,4465.975,5057,5494,1128.87938124824,"4","Set4_thinned_7",5
"792",361.5,5304.825,5434.5,5573.175,4685.95,5264,5546.05,1128.87938124824,"4","Set4_thinned_7",5
"793",407,5493.275,5687.5,5878.725,5433.975,5532.5,5667.025,1128.87938124824,"4","Set4_thinned_7",5
"794",502,5600.775,5748.5,5896.225,5780.975,6110,6448.1,1128.87938124824,"4","Set4_thinned_7",5
"795",552.5,6747.225,6922.5,7146.775,5836.925,6004,6130.025,1128.87938124824,"4","Set4_thinned_7",5
"796",574,5937.5,6099,6269.5,6279.925,6516,6697.05,1128.87938124824,"4","Set4_thinned_7",5
"797",595.5,6480.15,6632.5,6781.175,6108.95,6293,6585.1,1128.87938124824,"4","Set4_thinned_7",5
"798",643.5,6814,7023,7233.95,6605.9,6740,6897,1128.87938124824,"4","Set4_thinned_7",5
"799",649,6678.275,6835.5,6992.725,6612.95,6751,6904.025,1128.87938124824,"4","Set4_thinned_7",5
"800",749,6866.625,7042.5,7237.375,6845,6958,7080.025,1128.87938124824,"4","Set4_thinned_7",5
"801",767,6410.925,6561.5,6725.075,6972,7042,7163,1128.87938124824,"4","Set4_thinned_7",5
"802",844.5,6866.85,7065,7252.15,7196.9,7284,7344.05,1128.87938124824,"4","Set4_thinned_7",5
"803",850.5,7171.525,7295.5,7419.475,7114,7191,7286.025,1128.87938124824,"4","Set4_thinned_7",5
"804",870.5,7267.15,7384,7500.85,7307,7403,7561.05,1128.87938124824,"4","Set4_thinned_7",5
"805",937.5,7585.75,7714,7842.25,7402.925,7508,7640.025,1128.87938124824,"4","Set4_thinned_7",5
"806",1046.5,7585.75,7714,7842.25,7720,7805,7884.05,1128.87938124824,"4","Set4_thinned_7",5
"807",1078.5,7688.15,7824,7959.85,7744,7825,7928,1128.87938124824,"4","Set4_thinned_7",5
"808",1144.5,7852.05,7995,8158.95,7850.975,8100.5,8928.35,1128.87938124824,"4","Set4_thinned_7",5
"809",0,-72.8,-69,-65.2,-60,63,233,1334.10918647185,"4","Set4_thinned_8",5
"810",24.5,7.275,145.5,283.725,90,399.5,913.05,1334.10918647185,"4","Set4_thinned_8",5
"811",69,1079.225,1210.5,1337.775,592.7,1289,1897.05,1334.10918647185,"4","Set4_thinned_8",5
"812",76.5,6866.625,7042.5,7237.375,680.675,1472.5,1977.075,1334.10918647185,"4","Set4_thinned_8",5
"813",104.5,2008.55,2171,2333.45,1800.9,2403.5,3063.1,1334.10918647185,"4","Set4_thinned_8",5
"814",144.5,3180.9,3319,3450.1,2364,2546,2668.05,1334.10918647185,"4","Set4_thinned_8",5
"815",148,2360.7,2545,2729.3,3289.975,3397,3635.175,1334.10918647185,"4","Set4_thinned_8",5
"816",196.5,3848.45,4009,4217.55,3586.95,4069,4842.15,1334.10918647185,"4","Set4_thinned_8",5
"817",256.5,3463.275,3620.5,3815.725,3875.75,4595,5138.025,1334.10918647185,"4","Set4_thinned_8",5
"818",334,5298.7,5426,5570.3,4611.925,5141.5,5356,1334.10918647185,"4","Set4_thinned_8",5
"819",361.5,5304.825,5434.5,5573.175,5384,5482,5580,1334.10918647185,"4","Set4_thinned_8",5
"820",407,5493.275,5687.5,5878.725,5449,5537,5657.075,1334.10918647185,"4","Set4_thinned_8",5
"821",481.5,5601.825,5750.5,5899.175,5648,5722.5,5847.025,1334.10918647185,"4","Set4_thinned_8",5
"822",502,5600.775,5748.5,5896.225,5737.975,5882,6018.025,1334.10918647185,"4","Set4_thinned_8",5
"823",574,5937.5,6099,6269.5,6053.975,6452,6612.025,1334.10918647185,"4","Set4_thinned_8",5
"824",595.5,6480.15,6632.5,6781.175,6103,6257,6525.025,1334.10918647185,"4","Set4_thinned_8",5
"825",643.5,6814,7023,7233.95,6693.975,6785.5,6862,1334.10918647185,"4","Set4_thinned_8",5
"826",649,6678.275,6835.5,6992.725,6910,6989,7080,1334.10918647185,"4","Set4_thinned_8",5
"827",670,2888.825,3077.5,3316.175,6934,7013,7102.025,1334.10918647185,"4","Set4_thinned_8",5
"828",749,6866.625,7042.5,7237.375,6957.975,7107,7218.05,1334.10918647185,"4","Set4_thinned_8",5
"829",767,6410.925,6561.5,6725.075,7052,7149,7238.025,1334.10918647185,"4","Set4_thinned_8",5
"830",850.5,7171.525,7295.5,7419.475,7236.975,7336,7406.025,1334.10918647185,"4","Set4_thinned_8",5
"831",870.5,7267.15,7384,7500.85,7325,7429.5,7563,1334.10918647185,"4","Set4_thinned_8",5
"832",937.5,7585.75,7714,7842.25,7401.975,7495,7576,1334.10918647185,"4","Set4_thinned_8",5
"833",1002.5,7493.875,7594.5,7687.125,7642,7701,7757.025,1334.10918647185,"4","Set4_thinned_8",5
"834",1046.5,7585.75,7714,7842.25,7678,7760,7860,1334.10918647185,"4","Set4_thinned_8",5
"835",1078.5,7688.15,7824,7959.85,7733.975,7819,7924,1334.10918647185,"4","Set4_thinned_8",5
