"","sampleID","LAT","MLWS","MLWN","MTL","MHWN","MHWS","HAT","StudySite","model"
"379","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"380","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"381","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"382","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"383","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"384","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"385","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"386","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"387","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"388","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"389","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"390","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"391","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"392","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"393","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"394","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"395","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"396","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"397","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"398","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"399","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"400","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"401","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"402","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"403","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"404","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"405","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"406","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"407","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"408","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"409","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"410","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"411","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"412","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"413","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"414","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"415","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"416","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"417","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"418","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"419","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"420","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"421","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"422","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"423","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"424","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"425","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"426","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"427","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"428","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"429","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"430","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"431","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"432","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"433","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"434","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"435","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"436","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"437","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"438","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"439","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"440","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"441","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"442","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"443","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"444","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"445","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"446","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"447","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"448","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"449","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"450","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"451","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"452","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"453","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"454","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"455","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"456","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"457","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"458","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"459","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"460","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"461","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"462","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"463","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"464","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"465","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"466","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"467","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"468","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"469","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"470","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"471","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"472","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"473","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"474","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"475","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"476","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"477","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"478","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"479","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"480","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"481","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"482","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"483","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"484","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"485","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"486","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"487","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"488","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"489","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"490","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"491","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"492","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"493","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"494","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"495","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"496","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"497","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"498","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"499","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"500","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"501","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"502","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"503","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"504","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"505","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"506","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"507","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"508","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"509","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"510","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"511","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"512","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"513","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"514","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"515","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"516","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"517","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"518","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"519","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"520","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"521","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"522","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"523","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"524","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"525","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"526","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"527","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"528","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"529","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"530","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"531","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"532","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"533","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"534","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"535","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"536","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"537","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"538","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"539","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"540","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"541","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"542","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
