"","SiteName","data_type_id","Age","Age_BP","Age_type","pred","lwr","upr","rate_pred","rate_lwr","rate_upr","CI","model","removalID","removalIDlabel"
"9017",",
 ","ProxyRecord",-2387.6,4337.6,"BP",-2.40315332618524,-2.45999413403716,-2.34637955584362,2.40577481492527,2.10154920361637,2.71036035200882,"95%","Set7_thinned_2","_2","n=2"
"9018",",
 ","ProxyRecord",-2337.6,4287.6,"BP",-2.28615399385156,-2.35010067630837,-2.22039910821509,2.26469415388356,1.98780508702539,2.54159000326889,"95%","Set7_thinned_2","_2","n=2"
"9019",",
 ","ProxyRecord",-2287.6,4237.6,"BP",-2.1776332036434,-2.25098176738312,-2.10145609772199,2.06663312990498,1.81567965357746,2.31742529626641,"95%","Set7_thinned_2","_2","n=2"
"9020",",
 ","ProxyRecord",-2237.6,4187.6,"BP",-2.08043997370755,-2.16075487200788,-1.99558797894714,1.81159174299057,1.59691273305823,2.03902864754988,"95%","Set7_thinned_2","_2","n=2"
"9021",",
 ","ProxyRecord",-2187.6,4137.6,"BP",-1.99742332219085,-2.08662172673019,-1.90492935639948,1.49956999313947,1.30574307033,1.7103287895743,"95%","Set7_thinned_2","_2","n=2"
"9022",",
 ","ProxyRecord",-2137.6,4087.6,"BP",-1.93135822401528,-2.02388993993447,-1.83617490542318,1.14058048901657,0.934278789401598,1.35821592503622,"95%","Set7_thinned_2","_2","n=2"
"9023",",
 ","ProxyRecord",-2087.6,4037.6,"BP",-1.88276877392687,-1.97891341875217,-1.78636692116586,0.810425402374276,0.562070635993585,1.05935245009593,"95%","Set7_thinned_2","_2","n=2"
"9024",",
 ","ProxyRecord",-2037.6,3987.6,"BP",-1.84957378562636,-1.94699746781708,-1.75117144212363,0.524802017500365,0.23661376824911,0.805355700053079,"95%","Set7_thinned_2","_2","n=2"
"9025",",
 ","ProxyRecord",-1987.6,3937.6,"BP",-1.82954667402534,-1.9236563783622,-1.73072077856031,0.283710334395064,-0.0351173216385994,0.589485745898744,"95%","Set7_thinned_2","_2","n=2"
"9026",",
 ","ProxyRecord",-1937.6,3887.6,"BP",-1.82046085403538,-1.91547701832996,-1.71751347633241,0.0871503530582669,-0.246027217443879,0.412707094950647,"95%","Set7_thinned_2","_2","n=2"
"9027",",
 ","ProxyRecord",-1887.6,3837.6,"BP",-1.82008974056806,-1.9204960633779,-1.71492802751601,-0.0648779265102618,-0.400776677799911,0.272718299366929,"95%","Set7_thinned_2","_2","n=2"
"9028",",
 ","ProxyRecord",-1837.6,3787.6,"BP",-1.82620674853494,-1.93180396218501,-1.71739876196265,-0.172374504310214,-0.499445252630137,0.15064833140381,"95%","Set7_thinned_2","_2","n=2"
"9029",",
 ","ProxyRecord",-1787.6,3737.6,"BP",-1.83658529284762,-1.94725221185143,-1.72174049021542,-0.235339380341742,-0.548412685042975,0.065473819700851,"95%","Set7_thinned_2","_2","n=2"
"9030",",
 ","ProxyRecord",-1737.6,3687.6,"BP",-1.84899878841766,-1.96505577492766,-1.72737257798591,-0.253772554604721,-0.537279077188606,0.0223344828683724,"95%","Set7_thinned_2","_2","n=2"
"9031",",
 ","ProxyRecord",-1687.6,3637.6,"BP",-1.86122065015663,-1.98328685677848,-1.73619425112317,-0.227674027099353,-0.469839627764191,0.0144461343146186,"95%","Set7_thinned_2","_2","n=2"
"9032",",
 ","ProxyRecord",-1637.6,3587.6,"BP",-1.87102429297613,-1.99671871590084,-1.7450804464129,-0.157043797825496,-0.369847454981994,0.0659151896048049,"95%","Set7_thinned_2","_2","n=2"
"9033",",
 ","ProxyRecord",-1587.6,3537.6,"BP",-1.87618313178771,-2.00365786271484,-1.75090570797724,-0.0418818667829404,-0.269766328193075,0.176753333370569,"95%","Set7_thinned_2","_2","n=2"
"9034",",
 ","ProxyRecord",-1537.6,3487.6,"BP",-1.87454026449089,-1.99784241881824,-1.75415073547075,0.109567956837456,-0.159978330915063,0.366932780796448,"95%","Set7_thinned_2","_2","n=2"
"9035",",
 ","ProxyRecord",-1487.6,3437.6,"BP",-1.86548694636957,-1.97960269827595,-1.75238476759444,0.249317375116871,-0.0778439849740994,0.569774532658058,"95%","Set7_thinned_2","_2","n=2"
"9036",",
 ","ProxyRecord",-1437.6,3387.6,"BP",-1.84993287689339,-1.95486286308398,-1.74430675874478,0.369598011032001,-0.0167135037856883,0.74171126461374,"95%","Set7_thinned_2","_2","n=2"
"9037",",
 ","ProxyRecord",-1387.6,3337.6,"BP",-1.82885149518053,-1.92660520179553,-1.72908917567782,0.470409864583461,0.0356273875652752,0.899144427488893,"95%","Set7_thinned_2","_2","n=2"
"9038",",
 ","ProxyRecord",-1337.6,3287.6,"BP",-1.8032162403492,-1.89736213011507,-1.70862134558201,0.551752935771264,0.0920832735364272,1.00237449719591,"95%","Set7_thinned_2","_2","n=2"
"9039",",
 ","ProxyRecord",-1287.6,3237.6,"BP",-1.77400055151758,-1.87099289944643,-1.68182342261004,0.613627224594988,0.149676260141269,1.07997954705253,"95%","Set7_thinned_2","_2","n=2"
"9040",",
 ","ProxyRecord",-1237.6,3187.6,"BP",-1.74217786780386,-1.84187587782819,-1.64911386935955,0.656032731055099,0.194912148540731,1.11638387951858,"95%","Set7_thinned_2","_2","n=2"
"9041",",
 ","ProxyRecord",-1187.6,3137.6,"BP",-1.70872162832624,-1.81331666280388,-1.6114181785079,0.678969455151207,0.239421700278371,1.1160669902566,"95%","Set7_thinned_2","_2","n=2"
"9042",",
 ","ProxyRecord",-1137.6,3087.6,"BP",-1.67460527220291,-1.78937051746421,-1.56835548644906,0.682437396883422,0.27399716703739,1.08676627411593,"95%","Set7_thinned_2","_2","n=2"
"9043",",
 ","ProxyRecord",-1087.6,3037.6,"BP",-1.64080223855207,-1.76504812912521,-1.52515111107114,0.666436556252049,0.313094111323817,1.02472792981688,"95%","Set7_thinned_2","_2","n=2"
"9044",",
 ","ProxyRecord",-1037.6,2987.6,"BP",-1.60828596649189,-1.743412757771,-1.48547477505666,0.630966933256516,0.342904281377824,0.924542839652125,"95%","Set7_thinned_2","_2","n=2"
"9045",",
 ","ProxyRecord",-987.6,2937.6,"BP",-1.57802989514059,-1.7177835135788,-1.44822703647792,0.576028527897431,0.337716393452098,0.815574763593647,"95%","Set7_thinned_2","_2","n=2"
"9046",",
 ","ProxyRecord",-937.600000000001,2887.6,"BP",-1.55096124958015,-1.69251529789308,-1.41789823453339,0.506480658688392,0.283699840728772,0.72914492692568,"95%","Set7_thinned_2","_2","n=2"
"9047",",
 ","ProxyRecord",-887.600000000001,2837.6,"BP",-1.52722916565488,-1.66611536243673,-1.39306237398802,0.444527737666507,0.192227932658061,0.688541213588971,"95%","Set7_thinned_2","_2","n=2"
"9048",",
 ","ProxyRecord",-837.600000000001,2787.6,"BP",-1.50633617871837,-1.63915642665967,-1.37502984669736,0.392916779137878,0.105758436755045,0.688065167852101,"95%","Set7_thinned_2","_2","n=2"
"9049",",
 ","ProxyRecord",-787.6,2737.6,"BP",-1.48776519064594,-1.61290600174335,-1.36369802482191,0.351647783103427,0.0143557957305266,0.678502778432593,"95%","Set7_thinned_2","_2","n=2"
"9050",",
 ","ProxyRecord",-737.6,2687.6,"BP",-1.47099910331288,-1.58870668669578,-1.35395194505734,0.320720749562791,-0.0488461356593316,0.667901847523101,"95%","Set7_thinned_2","_2","n=2"
"9051",",
 ","ProxyRecord",-687.600000000001,2637.6,"BP",-1.4555208185945,-1.56463795685397,-1.34267782470328,0.300135678516117,-0.0861952122833239,0.678133941411297,"95%","Set7_thinned_2","_2","n=2"
"9052",",
 ","ProxyRecord",-637.600000000001,2587.6,"BP",-1.44081323836611,-1.54672635591983,-1.33239876669356,0.289892569963263,-0.102050703554106,0.688136432884782,"95%","Set7_thinned_2","_2","n=2"
"9053",",
 ","ProxyRecord",-587.600000000001,2537.6,"BP",-1.42635926450302,-1.52826434384615,-1.32298336888378,0.289991423904115,-0.0915201276344988,0.67594091205668,"95%","Set7_thinned_2","_2","n=2"
"9054",",
 ","ProxyRecord",-537.6,2487.6,"BP",-1.41164179888053,-1.51186915561544,-1.31066492595557,0.30043224033914,-0.0556725505427401,0.665001065832649,"95%","Set7_thinned_2","_2","n=2"
"9055",",
 ","ProxyRecord",-487.6,2437.6,"BP",-1.39614374337395,-1.49396509238154,-1.29751956626106,0.321215019267953,-0.000502815837085153,0.651933124177663,"95%","Set7_thinned_2","_2","n=2"
"9056",",
 ","ProxyRecord",-437.600000000001,2387.6,"BP",-1.37934799985859,-1.47804023188008,-1.28008941586273,0.352339760690557,0.0532841798055889,0.658595755677464,"95%","Set7_thinned_2","_2","n=2"
"9057",",
 ","ProxyRecord",-387.600000000001,2337.6,"BP",-1.36073747020975,-1.45751630161605,-1.26604301504016,0.39380646460692,0.0965397092748162,0.68426168725987,"95%","Set7_thinned_2","_2","n=2"
"9058",",
 ","ProxyRecord",-337.600000000001,2287.6,"BP",-1.3398330729283,-1.43288933485618,-1.24833700752556,0.442017771920853,0.097045076616763,0.762210724284857,"95%","Set7_thinned_2","_2","n=2"
"9059",",
 ","ProxyRecord",-287.6,2237.6,"BP",-1.31665394350335,-1.4068322643995,-1.23071824995159,0.483890523875873,0.0997051476655404,0.851038224544644,"95%","Set7_thinned_2","_2","n=2"
"9060",",
 ","ProxyRecord",-237.6,2187.6,"BP",-1.2915695579556,-1.38168375876275,-1.20493275311511,0.518228016833139,0.0841057459251479,0.945511305135944,"95%","Set7_thinned_2","_2","n=2"
"9061",",
 ","ProxyRecord",-187.600000000001,2137.6,"BP",-1.26495667923493,-1.35488661513543,-1.17462470423651,0.545030250792532,0.0729564033820992,1.00733936511493,"95%","Set7_thinned_2","_2","n=2"
"9062",",
 ","ProxyRecord",-137.600000000001,2087.6,"BP",-1.23719207029123,-1.33159064847705,-1.13893424158668,0.564297225754357,0.0709857152506692,1.04377889568913,"95%","Set7_thinned_2","_2","n=2"
"9063",",
 ","ProxyRecord",-87.600000000001,2037.6,"BP",-1.2086524940744,-1.31274155287278,-1.1002946384204,0.576028941718184,0.0807237542550472,1.05964469297825,"95%","Set7_thinned_2","_2","n=2"
"9064",",
 ","ProxyRecord",-37.6000000000003,1987.6,"BP",-1.17971471353431,-1.29990813140239,-1.05941827920091,0.580225398684209,0.109307036988693,1.04194399476154,"95%","Set7_thinned_2","_2","n=2"
"9065",",
 ","ProxyRecord",12.3999999999995,1937.6,"BP",-1.15075549162087,-1.28303130631305,-1.01509676763958,0.576886596652523,0.14582607617926,1.00914823555895,"95%","Set7_thinned_2","_2","n=2"
"9066",",
 ","ProxyRecord",62.3999999999993,1887.6,"BP",-1.12215159128396,-1.26907930149551,-0.971791896850958,0.56601253562305,0.180676086426762,0.95529822358931,"95%","Set7_thinned_2","_2","n=2"
"9067",",
 ","ProxyRecord",112.399999999999,1837.6,"BP",-1.09427977547348,-1.25316201889988,-0.932961233620415,0.547603215595657,0.227026762698388,0.873041392205319,"95%","Set7_thinned_2","_2","n=2"
"9068",",
 ","ProxyRecord",162.399999999999,1787.6,"BP",-1.0675168071393,-1.23374509927705,-0.897309348641113,0.521658636570398,0.258272561910057,0.776061407325397,"95%","Set7_thinned_2","_2","n=2"
"9069",",
 ","ProxyRecord",212.4,1737.6,"BP",-1.04223944923134,-1.21060064383332,-0.869289062759896,0.488178798547484,0.264033172078171,0.709939611438725,"95%","Set7_thinned_2","_2","n=2"
"9070",",
 ","ProxyRecord",262.4,1687.6,"BP",-1.01880377470419,-1.19066149160302,-0.845316656287588,0.448943426772846,0.185138954716493,0.711947760011405,"95%","Set7_thinned_2","_2","n=2"
"9071",",
 ","ProxyRecord",312.399999999999,1637.6,"BP",-0.997350544374615,-1.16567400815665,-0.828760085781398,0.409148189105881,0.060081551662968,0.753747362048602,"95%","Set7_thinned_2","_2","n=2"
"9072",",
 ","ProxyRecord",362.399999999999,1587.6,"BP",-0.977892711015985,-1.13611549261937,-0.821712555738065,0.369127547934909,-0.0325842736275401,0.786528779752351,"95%","Set7_thinned_2","_2","n=2"
"9073",",
 ","ProxyRecord",412.399999999999,1537.6,"BP",-0.960441544803494,-1.10452924175969,-0.815899696755591,0.328881503260174,-0.13405326183558,0.795184202067985,"95%","Set7_thinned_2","_2","n=2"
"9074",",
 ","ProxyRecord",462.4,1487.6,"BP",-0.945008315912334,-1.08119237135115,-0.813968841123818,0.288410055081737,-0.2127539313489,0.794063019422263,"95%","Set7_thinned_2","_2","n=2"
"9075",",
 ","ProxyRecord",512.4,1437.6,"BP",-0.9316042945177,-1.05902369455847,-0.80939827397904,0.2477132033992,-0.263977784081937,0.769871980817951,"95%","Set7_thinned_2","_2","n=2"
"9076",",
 ","ProxyRecord",562.399999999999,1387.6,"BP",-0.920240750794784,-1.04013024481283,-0.807416442712587,0.20679094821285,-0.304183638893294,0.72662673379845,"95%","Set7_thinned_2","_2","n=2"
"9077",",
 ","ProxyRecord",612.399999999999,1337.6,"BP",-0.91092895491878,-1.02801730272365,-0.795582257705757,0.165643289522715,-0.331302467425148,0.656476090606446,"95%","Set7_thinned_2","_2","n=2"
"9078",",
 ","ProxyRecord",662.399999999999,1287.6,"BP",-0.903680177064881,-1.02330133998317,-0.785167468369803,0.124270227328762,-0.339488382632978,0.571477107239327,"95%","Set7_thinned_2","_2","n=2"
"9079",",
 ","ProxyRecord",712.4,1237.6,"BP",-0.89850568740828,-1.02047552168482,-0.778881999913935,0.0826717616307805,-0.338729311392827,0.485132938283193,"95%","Set7_thinned_2","_2","n=2"
"9080",",
 ","ProxyRecord",762.4,1187.6,"BP",-0.89541675612417,-1.01849636328943,-0.775524878055945,0.0408478924290861,-0.341566089554131,0.394359999063777,"95%","Set7_thinned_2","_2","n=2"
"9081",",
 ","ProxyRecord",812.399999999999,1137.6,"BP",-0.894424653387746,-1.01823367334837,-0.772960460503511,-0.00120138027658766,-0.370026545106674,0.362907509419199,"95%","Set7_thinned_2","_2","n=2"
"9082",",
 ","ProxyRecord",862.399999999999,1087.6,"BP",-0.895476663178527,-1.01759638132194,-0.774786420473309,-0.0384309387657774,-0.466676117166068,0.401287411793352,"95%","Set7_thinned_2","_2","n=2"
"9083",",
 ","ProxyRecord",912.399999999999,1037.6,"BP",-0.897983382410589,-1.02237798458385,-0.781577667044678,-0.0589709701360333,-0.572733640139074,0.435043869799676,"95%","Set7_thinned_2","_2","n=2"
"9084",",
 ","ProxyRecord",962.4,987.6,"BP",-0.901087417902296,-1.02433893570835,-0.781604857868243,-0.0623235891515575,-0.635128465208417,0.497950625406631,"95%","Set7_thinned_2","_2","n=2"
"9085",",
 ","ProxyRecord",1012.4,937.6,"BP",-0.903929399035904,-1.03352473954224,-0.780607708544536,-0.0484887958120665,-0.658039131713474,0.554858025347957,"95%","Set7_thinned_2","_2","n=2"
"9086",",
 ","ProxyRecord",1062.4,887.600000000001,"BP",-0.90564995519367,-1.04374048545737,-0.775996275274024,-0.0174665901177909,-0.630103715259702,0.592696347595573,"95%","Set7_thinned_2","_2","n=2"
"9087",",
 ","ProxyRecord",1112.4,837.600000000001,"BP",-0.905389715757849,-1.05312429702881,-0.759882947029828,0.030743027931403,-0.567909848339296,0.625669186517581,"95%","Set7_thinned_2","_2","n=2"
"9088",",
 ","ProxyRecord",1162.4,787.600000000001,"BP",-0.902289310110698,-1.06789428511963,-0.739256167898298,0.0961400583353876,-0.453548998423171,0.641055135856357,"95%","Set7_thinned_2","_2","n=2"
"9089",",
 ","ProxyRecord",1212.4,737.6,"BP",-0.895489367634471,-1.07636307118315,-0.719138190715809,0.178724501094386,-0.30458973338215,0.656155926076126,"95%","Set7_thinned_2","_2","n=2"
"9090",",
 ","ProxyRecord",1262.4,687.6,"BP",-0.884130517711425,-1.07193077620401,-0.691636041359003,0.278496356208272,-0.110102013484865,0.659618858200676,"95%","Set7_thinned_2","_2","n=2"
"9091",",
 ","ProxyRecord",1312.4,637.600000000001,"BP",-0.867353389723816,-1.06374523593011,-0.667084710595187,0.395455623676848,0.0936276695066114,0.683449627404853,"95%","Set7_thinned_2","_2","n=2"
"9092",",
 ","ProxyRecord",1362.4,587.600000000001,"BP",-0.8442986130539,-1.04095075874516,-0.637771861545208,0.529602303500481,0.275242435914016,0.802228806129378,"95%","Set7_thinned_2","_2","n=2"
"9093",",
 ","ProxyRecord",1412.4,537.600000000001,"BP",-0.814106817083932,-1.00394337166028,-0.615237090700007,0.680936395678882,0.337696783378165,1.04320255421179,"95%","Set7_thinned_2","_2","n=2"
"9094",",
 ","ProxyRecord",1462.4,487.6,"BP",-0.776048487475748,-0.949927202518714,-0.598809420139163,0.840007045610846,0.334153391339015,1.35740873335853,"95%","Set7_thinned_2","_2","n=2"
"9095",",
 ","ProxyRecord",1512.4,437.6,"BP",-0.730281576637681,-0.880127519779836,-0.578550199012875,0.988900120471887,0.375310870099389,1.62812419173167,"95%","Set7_thinned_2","_2","n=2"
"9096",",
 ","ProxyRecord",1562.4,387.600000000001,"BP",-0.677335190030125,-0.798305856970766,-0.552490356775685,1.12718607639039,0.430554525380911,1.84251241762982,"95%","Set7_thinned_2","_2","n=2"
"9097",",
 ","ProxyRecord",1612.4,337.600000000001,"BP",-0.617739683600211,-0.715457144340045,-0.515917207714571,1.25486491336622,0.509865173045757,1.98490939227992,"95%","Set7_thinned_2","_2","n=2"
"9098",",
 ","ProxyRecord",1662.4,287.600000000001,"BP",-0.552025413295067,-0.629570795818014,-0.467122715694952,1.37193663139951,0.673957320293138,2.06742625374577,"95%","Set7_thinned_2","_2","n=2"
"9099",",
 ","ProxyRecord",1712.4,237.6,"BP",-0.480722735061822,-0.5517554167684,-0.407412780225639,1.47840123049025,0.857265206429978,2.1241023171365,"95%","Set7_thinned_2","_2","n=2"
"9100",",
 ","ProxyRecord",1762.4,187.600000000001,"BP",-0.404362004847608,-0.473253117972399,-0.333528721588686,1.57425871063841,1.00587117397566,2.14227330205279,"95%","Set7_thinned_2","_2","n=2"
"9101",",
 ","ProxyRecord",1812.4,137.600000000001,"BP",-0.323473578599552,-0.397589798644688,-0.249503955243115,1.65950907184388,1.0777570097596,2.24548162112974,"95%","Set7_thinned_2","_2","n=2"
"9102",",
 ","ProxyRecord",1862.4,87.5999999999999,"BP",-0.238587812264784,-0.321071256001224,-0.155388828602035,1.73415231410682,1.0113872308464,2.49409053188287,"95%","Set7_thinned_2","_2","n=2"
"9103",",
 ","ProxyRecord",1912.4,37.600000000001,"BP",-0.150235061790437,-0.255225623076293,-0.0489480616724305,1.79818843742716,0.742878375246649,2.86934367143505,"95%","Set7_thinned_2","_2","n=2"
"9104",",
 ","ProxyRecord",1962.4,-12.3999999999996,"BP",-0.0589456831236343,-0.199191751199434,0.0855626629697183,1.85161744180487,0.406649993923033,3.35151365742965,"95%","Set7_thinned_2","_2","n=2"
"9105",",
 ","ProxyRecord",2018.5,-68.5,"BP",0.0463198518401081,-0.174067870162875,0.275027586323235,1.89893466064183,-0.133528847955971,3.97710410750524,"95%","Set7_thinned_2","_2","n=2"
"9106",",
 ","ProxyRecord",-6279.1125,8229.1125,"BP",-11.5615538253674,-11.7607195128787,-11.3597944945649,-0.795302365975813,-2.24592883812181,0.679899704438486,"95%","Set7_thinned_3","_3","n=3"
"9107",",
 ","ProxyRecord",-6229.1125,8179.1125,"BP",-11.5832253758217,-11.7323953904252,-11.4353865589884,-0.0796635020104269,-1.22316518801108,1.09896475893774,"95%","Set7_thinned_3","_3","n=3"
"9108",",
 ","ProxyRecord",-6179.1125,8129.1125,"BP",-11.5703297174802,-11.6836117028078,-11.4627255328897,0.587384698159462,-0.293770018613053,1.48130991479373,"95%","Set7_thinned_3","_3","n=3"
"9109",",
 ","ProxyRecord",-6129.1125,8079.1125,"BP",-11.5252964479176,-11.6193937550839,-11.4329708176107,1.2058409468395,0.553483169319268,1.87884510437147,"95%","Set7_thinned_3","_3","n=3"
"9110",",
 ","ProxyRecord",-6079.1125,8029.1125,"BP",-11.4505551647083,-11.5314831483823,-11.3682238911379,1.77570524402553,1.29890811566681,2.27798756955186,"95%","Set7_thinned_3","_3","n=3"
"9111",",
 ","ProxyRecord",-6029.1125,7979.1125,"BP",-11.348535465427,-11.4232996273281,-11.2744317591057,2.29697758971901,1.95738354238264,2.65871208538564,"95%","Set7_thinned_3","_3","n=3"
"9112",",
 ","ProxyRecord",-5979.1125,7929.1125,"BP",-11.2216669476482,-11.291425398793,-11.1538133671971,2.76965798392306,2.48586269453687,3.06470298006333,"95%","Set7_thinned_3","_3","n=3"
"9113",",
 ","ProxyRecord",-5929.1125,7879.1125,"BP",-11.0723792089466,-11.1352828385232,-11.0113957547944,3.19374642663401,2.92412592638061,3.46944448369527,"95%","Set7_thinned_3","_3","n=3"
"9114",",
 ","ProxyRecord",-5879.1125,7829.1125,"BP",-10.9031018468967,-10.9592368443668,-10.850067370511,3.56924291785492,3.2698311881161,3.85396039094734,"95%","Set7_thinned_3","_3","n=3"
"9115",",
 ","ProxyRecord",-5829.1125,7779.1125,"BP",-10.7162644590732,-10.7647344242575,-10.6710484070859,3.89614745758162,3.5858472725578,4.18650479955407,"95%","Set7_thinned_3","_3","n=3"
"9116",",
 ","ProxyRecord",-5779.1125,7729.1125,"BP",-10.5142966430505,-10.5591913287974,-10.474106743242,4.17446004581893,3.87433815591087,4.45250523341094,"95%","Set7_thinned_3","_3","n=3"
"9117",",
 ","ProxyRecord",-5729.1125,7679.1125,"BP",-10.2996279964033,-10.3417363364469,-10.2586915265541,4.40418068256352,4.14209641054913,4.647297469833,"95%","Set7_thinned_3","_3","n=3"
"9118",",
 ","ProxyRecord",-5679.1125,7629.1125,"BP",-10.0746875555286,-10.1173237533315,-10.0314233866445,4.58553986153334,4.38810219105587,4.77604822293008,"95%","Set7_thinned_3","_3","n=3"
"9119",",
 ","ProxyRecord",-5629.1125,7579.1125,"BP",-9.84163993007666,-9.88562985903095,-9.79685877373425,4.7317974164747,4.58196329826111,4.87953178602119,"95%","Set7_thinned_3","_3","n=3"
"9120",",
 ","ProxyRecord",-5579.1125,7529.1125,"BP",-9.6019640401981,-9.64565752003847,-9.55806028556835,4.85067043859838,4.72295989127711,4.97210864268076,"95%","Set7_thinned_3","_3","n=3"
"9121",",
 ","ProxyRecord",-5529.1125,7479.1125,"BP",-9.35702911253371,-9.39930219236557,-9.31402461962966,4.94215892790652,4.82093831778185,5.06340050259942,"95%","Set7_thinned_3","_3","n=3"
"9122",",
 ","ProxyRecord",-5479.1125,7429.1125,"BP",-9.1082043737243,-9.14817123817722,-9.06692424955332,5.00626288439858,4.87234858716909,5.14895810286802,"95%","Set7_thinned_3","_3","n=3"
"9123",",
 ","ProxyRecord",-5429.1125,7379.1125,"BP",-8.85685905041066,-8.89435961593244,-8.81876441181475,5.04298230807507,4.89176851155511,5.19889361748634,"95%","Set7_thinned_3","_3","n=3"
"9124",",
 ","ProxyRecord",-5379.1125,7329.1125,"BP",-8.60436236923361,-8.6406284425989,-8.56808535976867,5.05231719893663,4.889291077717,5.21647954321494,"95%","Set7_thinned_3","_3","n=3"
"9125",",
 ","ProxyRecord",-5329.1125,7279.1125,"BP",-8.35208355683394,-8.38767336393602,-8.31845994558667,5.03426755697925,4.86389885001369,5.20097652653955,"95%","Set7_thinned_3","_3","n=3"
"9126",",
 ","ProxyRecord",-5279.1125,7229.1125,"BP",-8.10139183985245,-8.13603941676421,-8.0676339228013,4.98883338220836,4.82024171624325,5.15027437392422,"95%","Set7_thinned_3","_3","n=3"
"9127",",
 ","ProxyRecord",-5229.1125,7179.1125,"BP",-7.85365644492994,-7.88961061116138,-7.81768317665072,4.91601467462187,4.76168551162115,5.06688654037503,"95%","Set7_thinned_3","_3","n=3"
"9128",",
 ","ProxyRecord",-5179.1125,7129.1125,"BP",-7.61024659870722,-7.64719550565342,-7.57108643994912,4.81581143421764,4.67339591283972,4.95045253804538,"95%","Set7_thinned_3","_3","n=3"
"9129",",
 ","ProxyRecord",-5129.1125,7079.1125,"BP",-7.37253152782509,-7.41130392880034,-7.33150856913997,4.68822366099778,4.56545068808457,4.80467354976394,"95%","Set7_thinned_3","_3","n=3"
"9130",",
 ","ProxyRecord",-5079.1125,7029.1125,"BP",-7.14187763326298,-7.18155788869195,-7.10153115499046,4.53382898047659,4.41930843779386,4.65215999360178,"95%","Set7_thinned_3","_3","n=3"
"9131",",
 ","ProxyRecord",-5029.1125,6979.1125,"BP",-6.91942162628777,-6.95879052298275,-6.88031408321856,4.36207001229632,4.23476236873183,4.4965749994735,"95%","Set7_thinned_3","_3","n=3"
"9132",",
 ","ProxyRecord",-4979.1125,6929.1125,"BP",-6.70590447992772,-6.74485922448219,-6.66880613715616,4.17627455586898,4.02651847270844,4.33066531093134,"95%","Set7_thinned_3","_3","n=3"
"9133",",
 ","ProxyRecord",-4929.1125,6879.1125,"BP",-6.50202801859514,-6.54009932239206,-6.46502683026981,3.97644261119633,3.80730164785549,4.15188911657849,"95%","Set7_thinned_3","_3","n=3"
"9134",",
 ","ProxyRecord",-4879.1125,6829.1125,"BP",-6.30849406670239,-6.34656174837117,-6.26959008488547,3.76257417827751,3.57592564183816,3.94817505262975,"95%","Set7_thinned_3","_3","n=3"
"9135",",
 ","ProxyRecord",-4829.1125,6779.1125,"BP",-6.12600444866179,-6.16584676150653,-6.08496277003294,3.53466925711027,3.34131376378193,3.72878684179814,"95%","Set7_thinned_3","_3","n=3"
"9136",",
 ","ProxyRecord",-4779.1125,6729.1125,"BP",-5.95526098888569,-5.99912298214103,-5.90854901525424,3.29272784769614,3.09953876103913,3.48338693845514,"95%","Set7_thinned_3","_3","n=3"
"9137",",
 ","ProxyRecord",-4729.1125,6679.1125,"BP",-5.79696551178641,-5.84511174792128,-5.7450828992949,3.0367499500369,2.85147857888655,3.21833389238419,"95%","Set7_thinned_3","_3","n=3"
"9138",",
 ","ProxyRecord",-4679.1125,6629.1125,"BP",-5.65181984177629,-5.70347473344556,-5.59412605452206,2.7667355641304,2.59350479568933,2.93401700920473,"95%","Set7_thinned_3","_3","n=3"
"9139",",
 ","ProxyRecord",-4629.1125,6579.1125,"BP",-5.52052580326768,-5.57795839048551,-5.45807625901272,2.48268468997678,2.33368919099312,2.63324658504929,"95%","Set7_thinned_3","_3","n=3"
"9140",",
 ","ProxyRecord",-4579.1125,6529.1125,"BP",-5.40378522067289,-5.46538287711389,-5.33832855811123,2.18459732757725,2.05797843957916,2.31159206411024,"95%","Set7_thinned_3","_3","n=3"
"9141",",
 ","ProxyRecord",-4529.1125,6479.1125,"BP",-5.30229991840428,-5.36689278113432,-5.2336274203337,1.87247347692897,1.76200007878465,1.97956146393452,"95%","Set7_thinned_3","_3","n=3"
"9142",",
 ","ProxyRecord",-4479.1125,6429.1125,"BP",-5.21672724156914,-5.28168207800809,-5.14680704254877,1.55236962979046,1.44232185951273,1.65999992362728,"95%","Set7_thinned_3","_3","n=3"
"9143",",
 ","ProxyRecord",-4429.1125,6379.1125,"BP",-5.1463502656098,-5.21024988765699,-5.07775314317437,1.27075243599424,1.12926597473336,1.40064395623151,"95%","Set7_thinned_3","_3","n=3"
"9144",",
 ","ProxyRecord",-4379.1125,6329.1125,"BP",-5.08884865962046,-5.15040065521215,-5.02325588560064,1.03735483098982,0.866691931359307,1.19704475235551,"95%","Set7_thinned_3","_3","n=3"
"9145",",
 ","ProxyRecord",-4329.1125,6279.1125,"BP",-5.0418114441616,-5.10169631847254,-4.97910577357045,0.852176814775767,0.660513662211115,1.03599861832978,"95%","Set7_thinned_3","_3","n=3"
"9146",",
 ","ProxyRecord",-4279.1125,6229.1125,"BP",-5.00282763979369,-5.06101339575836,-4.94280012574323,0.715218387352221,0.508874216963789,0.914353075072596,"95%","Set7_thinned_3","_3","n=3"
