component,modelID,df2s,dsd2s,yearBP,siteID,model_ranking
1,1,13.3970344015095,3.61245709678225,13168,3,1
1,1,11.9359931537078,3.61462260557638,13068,3,1
1,1,10.6250494556734,3.61078634155501,12968,3,1
1,1,9.46526215594029,3.60090071682797,12868,3,1
1,1,8.46092902509493,3.58977989398005,12768,3,1
1,1,7.62384398785183,3.58901650365669,12668,3,1
1,1,6.96656502279918,3.6159324683808,12568,3,1
1,1,6.49739523435246,3.68733313665282,12468,3,1
1,1,6.22005929893234,3.81235962799429,12368,3,1
1,1,6.13372855685183,3.98861087609046,12268,3,1
1,1,6.23299456605924,4.20317659951909,12168,3,1
1,1,6.50701712397161,4.43701501841666,12068,3,1
1,1,6.93651916727653,4.66880012334654,11968,3,1
1,1,7.49401085354971,4.87745900201895,11868,3,1
1,1,8.15079018029496,5.04689682840639,11768,3,1
1,1,8.88064741420676,5.16756625865209,11668,3,1
1,1,9.65990836109845,5.23534227517472,11568,3,1
1,1,10.4672550704086,5.25039998113937,11468,3,1
1,1,11.2835619120358,5.21636067757748,11368,3,1
1,1,12.0917462588847,5.13967585188628,11268,3,1
1,1,12.8766330635466,5.02917855572288,11168,3,1
1,1,13.6248326812219,4.89571466948452,11068,3,1
1,1,14.3246313498798,4.75174844009582,10968,3,1
1,1,14.9658937992586,4.61081398434799,10868,3,1
1,1,15.5399775143503,4.48667263837204,10768,3,1
1,1,16.0396582347644,4.39208112436818,10668,3,1
1,1,16.4590663242387,4.33722992435484,10568,3,1
1,1,16.7936336941749,4.32816103734185,10468,3,1
1,1,17.0400510183838,4.36567892062307,10368,3,1
1,1,17.1962350204401,4.44520695140746,10268,3,1
1,1,17.2613056686335,4.55765599195701,10168,3,1
1,1,17.2355731573678,4.69093923039981,10068,3,1
1,1,17.1205345997913,4.83159863039464,9968,3,1
1,1,16.918880410043,4.96615669134506,9868,3,1
1,1,16.6345103882602,5.08206774602595,9768,3,1
1,1,16.2725576652191,5.16832707034384,9668,3,1
1,1,15.839266918092,5.21583630892943,9568,3,1
1,1,15.3412973553966,5.21753932766242,9468,3,1
